,source,word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3,score
614,3k,tag,12,2.48490665,7.288955913,5.0,1.81,2.0,45.0,18.0,6.0,5.644477956
615,3k,wake,19,2.944438979,6.78760412,5.63,3.93,2.252,56.0,62.0,50.0,5.64580206
616,3k,else,36,3.583518938,6.090365073,6.53077,1.77,2.612308,175.0,262.0,287.0,5.657490536
617,3k,hate,17,2.833213344,6.908951778,5.53,2.06,2.212,85.0,60.0,47.0,5.666475889
618,3k,join,21,3.044522438,6.678412627,5.83,1.38,2.332,14.0,44.0,53.0,5.671206314
619,3k,plane,11,2.397895273,7.383885708,4.95,2.3,1.98,86.0,89.0,64.0,5.671942854
620,3k,dump,36,3.583518938,6.090365073,6.58,2.5,2.632,4.0,13.0,14.0,5.677182536
621,3k,pin,8,2.079441542,7.73132013,4.53,1.39,1.812,22.0,10.0,15.0,5.677660065
622,3k,shop,20,2.995732274,6.731642911,5.78,1.86,2.312,311.0,118.0,63.0,5.677821456
623,3k,knife,6,1.791759469,8.045182537,4.15,1.8,1.66,20.0,46.0,42.0,5.682591269
624,3k,hen,31,3.433987204,6.253504853,6.39,2.81,2.556,222.0,34.0,19.0,5.682752427
625,3k,seed,9,2.197224577,7.60281832,4.72,2.24,1.888,20.0,29.0,38.0,5.68940916
626,3k,pot,22,3.091042453,6.627659085,5.95,3.99,2.38,129.0,74.0,48.0,5.693829543
627,3k,scratch,17,2.833213344,6.908951778,5.61,3.05,2.244,2.0,7.0,13.0,5.698475889
628,3k,cap,16,2.772588722,6.975093507,5.53,2.01,2.212,84.0,48.0,52.0,5.699546754
629,3k,wire,10,2.302585093,7.487869534,4.89,1.78,1.956,18.0,35.0,39.0,5.699934767
630,3k,tub,5,1.609437912,8.244096157,3.95,1.64,1.58,31.0,10.0,18.0,5.702048079
631,3k,treat,8,2.079441542,7.73132013,4.61,2.03,1.844,6.0,19.0,18.0,5.709660065
632,3k,rug,8,2.079441542,7.73132013,4.61,1.61,1.844,32.0,34.0,22.0,5.709660065
633,3k,course,59,4.077537444,5.551388711,7.340702,1.96,2.9362808,92.0,203.0,278.0,5.711975155
634,3k,dead,12,2.48490665,7.288955913,5.17,2.09,2.068,86.0,153.0,163.0,5.712477957
635,3k,wing,9,2.197224577,7.60281832,4.79,1.84,1.916,20.0,21.0,19.0,5.71740916
636,3k,list,16,2.772588722,6.975093507,5.58,2.32,2.232,164.0,76.0,65.0,5.719546753
637,3k,lamp,5,1.609437912,8.244096157,4.0,2.08,1.6,18.0,26.0,28.0,5.722048079
638,3k,smash,8,2.079441542,7.73132013,4.65,2.03,1.86,3.0,3.0,3.0,5.725660065
639,3k,cute,6,1.791759469,8.045182537,4.26,1.45,1.704,6.0,18.0,11.0,5.726591269
640,3k,brain,18,2.890371758,6.846591697,5.76,2.19,2.304,3.0,25.0,42.0,5.727295849
641,3k,pail,24,3.17805383,6.53272929,6.16,2.67,2.464,44.0,19.0,15.0,5.730364645
642,3k,skin,7,1.945910149,7.877003467,4.48,1.69,1.792,62.0,75.0,90.0,5.730501734
643,3k,straight,38,3.63758616,6.031377497,6.797195,1.69,2.718878,79.0,141.0,148.0,5.734566749
644,3k,pup,11,2.397895273,7.383885708,5.11,3.78,2.044,25.0,14.0,6.0,5.735942854
645,3k,skip,8,2.079441542,7.73132013,4.68,1.95,1.872,6.0,12.0,12.0,5.737660065
646,3k,times,35,3.555348061,6.121099624,6.7,2.43,2.68,176.0,229.0,268.0,5.740549812
647,3k,breath,18,2.890371758,6.846591697,5.81,2.02,2.324,48.0,105.0,104.0,5.747295849
648,3k,bang,17,2.833213344,6.908951778,5.74,2.88,2.296,64.0,22.0,16.0,5.750475889
649,3k,band,23,3.135494216,6.579162017,6.16,2.54,2.464,61.0,47.0,39.0,5.753581009
650,3k,space,16,2.772588722,6.975093507,5.67,1.91,2.268,67.0,103.0,148.0,5.755546754
651,3k,boo,4,1.386294361,8.487546753,3.781264,2.29,1.5125056,15.0,8.0,0.0,5.756278977
652,3k,lip,4,1.386294361,8.487546753,3.79,1.13,1.516,4.0,11.0,13.0,5.759773377
653,3k,lift,8,2.079441542,7.73132013,4.74,1.91,1.896,27.0,39.0,43.0,5.761660065
654,3k,nail,13,2.564949357,7.201628967,5.42,2.36,2.168,29.0,16.0,12.0,5.768814484
655,3k,shy,12,2.48490665,7.288955913,5.32,1.95,2.128,16.0,16.0,14.0,5.772477956
656,3k,neat,13,2.564949357,7.201628967,5.43,3.2,2.172,21.0,43.0,30.0,5.772814483
657,3k,blink,15,2.708050201,7.045505317,5.63,2.27,2.252,3.0,3.0,5.0,5.774752659
658,3k,throat,10,2.302585093,7.487869534,5.09,2.19,2.036,14.0,42.0,58.0,5.779934767
659,3k,fine,56,4.025351691,5.608323597,7.44,2.68,2.976,223.0,212.0,177.0,5.780161799
660,3k,rose,21,3.044522438,6.678412627,6.11,2.33,2.444,77.0,95.0,117.0,5.783206314
661,lcnl,heads,16,2.772588722,6.975093507,5.742152,4.5,2.2968608,37.0,42.0,52.0,5.784407553
662,3k,rat,10,2.302585093,7.487869534,5.11,2.25,2.044,57.0,27.0,23.0,5.787934767
663,3k,steam,23,3.135494216,6.579162017,6.26,2.45,2.504,15.0,32.0,30.0,5.793581009
664,3k,hook,23,3.135494216,6.579162017,6.26,1.85,2.504,33.0,20.0,17.0,5.793581009
665,3k,send,15,2.708050201,7.045505317,5.68,1.73,2.272,74.0,75.0,83.0,5.794752659
666,3k,sock,2,0.693147181,9.243773377,2.94,1.39,1.176,13.0,13.0,3.0,5.797886689
667,cdi,squirrel,6,1.791759469,8.045182537,4.44,1.92,1.776,105.0,34.0,19.0,5.798591269
668,3k,worm,4,1.386294361,8.487546753,3.89,1.37,1.556,40.0,19.0,12.0,5.799773377
669,3k,pass,12,2.48490665,7.288955913,5.39,1.65,2.156,56.0,69.0,80.0,5.800477957
670,3k,pay,13,2.564949357,7.201628967,5.5,1.76,2.2,141.0,147.0,105.0,5.800814484
671,lcnl,bake,13,2.564949357,7.201628967,5.5,2.53,2.2,52.0,12.0,7.0,5.800814484
672,3k,roof,9,2.197224577,7.60281832,5.0,2.52,2.0,154.0,82.0,77.0,5.80140916
673,3k,spin,9,2.197224577,7.60281832,5.0,2.43,2.0,26.0,29.0,15.0,5.80140916
674,3k,stuff,9,2.197224577,7.60281832,5.0,1.78,2.0,41.0,64.0,67.0,5.80140916
675,3k,cheer,9,2.197224577,7.60281832,5.0,1.67,2.0,8.0,10.0,12.0,5.80140916
676,3k,fresh,22,3.091042453,6.627659085,6.22,1.86,2.488,40.0,70.0,83.0,5.801829543
677,3k,sweep,5,1.609437912,8.244096157,4.2,1.61,1.68,1.0,8.0,13.0,5.802048079
678,3k,touch,10,2.302585093,7.487869534,5.16,2.95,2.064,75.0,98.0,96.0,5.807934767
679,3k,shape,6,1.791759469,8.045182537,4.47,1.87,1.788,53.0,75.0,86.0,5.810591269
680,3k,stack,14,2.63905733,7.120776844,5.63,2.22,2.252,15.0,11.0,9.0,5.812388422
681,3k,crunch,14,2.63905733,7.120776844,5.63,1.83,2.252,1.0,6.0,3.0,5.812388422
682,3k,gift,9,2.197224577,7.60281832,5.05,1.87,2.02,44.0,28.0,30.0,5.82140916
683,3k,chest,9,2.197224577,7.60281832,5.05,2.09,2.02,17.0,47.0,52.0,5.82140916
684,3k,freeze,8,2.079441542,7.73132013,4.89,1.76,1.956,4.0,8.0,13.0,5.821660065
685,3k,fill,9,2.197224577,7.60281832,5.06,1.47,2.024,39.0,52.0,50.0,5.82540916
686,3k,cage,9,2.197224577,7.60281832,5.06,1.3,2.024,58.0,76.0,49.0,5.82540916
687,3k,nut,10,2.302585093,7.487869534,5.21,1.69,2.084,27.0,12.0,8.0,5.827934767
688,3k,sort,32,3.465735903,6.218866883,6.807852,2.42,2.7231408,19.0,64.0,77.0,5.832574242
689,3k,hare,31,3.433987204,6.253504853,6.78,2.05,2.712,13.0,4.0,5.0,5.838752426
690,3k,earth,11,2.397895273,7.383885708,5.37,1.26,2.148,200.0,281.0,348.0,5.839942854
691,3k,thick,13,2.564949357,7.201628967,5.61,1.91,2.244,62.0,67.0,102.0,5.844814484
692,3k,spread,14,2.63905733,7.120776844,5.72,2.76,2.288,14.0,50.0,75.0,5.848388422
693,3k,witch,7,1.945910149,7.877003467,4.78,1.4,1.912,5.0,12.0,16.0,5.850501734
694,3k,porch,11,2.397895273,7.383885708,5.4,2.19,2.16,50.0,84.0,57.0,5.851942854
695,3k,roar,7,1.945910149,7.877003467,4.79,2.25,1.916,25.0,42.0,25.0,5.854501734
696,3k,gold,38,3.63758616,6.031377497,7.1,2.13,2.84,140.0,155.0,150.0,5.855688749
697,3k,bone,12,2.48490665,7.288955913,5.53,1.74,2.212,34.0,29.0,48.0,5.856477956
698,3k,purse,12,2.48490665,7.288955913,5.53,2.01,2.212,11.0,7.0,13.0,5.856477956
699,3k,drew,11,2.397895273,7.383885708,5.411785,2.21,2.164714,43.0,70.0,82.0,5.856656854
700,3k,gown,19,2.944438979,6.78760412,6.16,2.34,2.464,3.0,0.0,3.0,5.85780206
701,3k,spoke,20,2.995732274,6.731642911,6.232374,2.91,2.4929496,79.0,115.0,112.0,5.858771056
702,lcnl,field,18,2.890371758,6.846591697,6.1,2.38,2.44,132.0,154.0,139.0,5.863295849
703,3k,ink,9,2.197224577,7.60281832,5.16,1.54,2.064,2.0,7.0,15.0,5.86540916
704,3k,kick,4,1.386294361,8.487546753,4.06,1.73,1.624,20.0,19.0,20.0,5.867773377
705,3k,lawn,11,2.397895273,7.383885708,5.45,2.22,2.18,11.0,19.0,24.0,5.871942854
706,3k,shall,97,4.574710979,5.008970197,8.42,2.57,3.368,62.0,114.0,131.0,5.872485099
707,3k,flat,13,2.564949357,7.201628967,5.68,1.67,2.272,56.0,106.0,100.0,5.872814484
708,3k,size,7,1.945910149,7.877003467,4.84,2.48,1.936,54.0,72.0,93.0,5.874501734
709,3k,stole,17,2.833213344,6.908951778,6.051205,1.66,2.420482,2.0,21.0,21.0,5.874957889
710,3k,hose,10,2.302585093,7.487869534,5.33,2.03,2.132,19.0,12.0,7.0,5.875934767
711,3k,weak,12,2.48490665,7.288955913,5.58,1.64,2.232,24.0,38.0,35.0,5.876477957
712,3k,slice,13,2.564949357,7.201628967,5.69,2.24,2.276,3.0,6.0,7.0,5.876814484
713,3k,skate,10,2.302585093,7.487869534,5.37,1.61,2.148,47.0,26.0,16.0,5.891934767
714,3k,broom,11,2.397895273,7.383885708,5.5,2.46,2.2,7.0,9.0,16.0,5.891942854
715,3k,comb,11,2.397895273,7.383885708,5.5,2.2,2.2,5.0,10.0,13.0,5.891942854
716,3k,plum,11,2.397895273,7.383885708,5.5,2.2,2.2,11.0,5.0,6.0,5.891942854
717,3k,shelf,11,2.397895273,7.383885708,5.5,2.23,2.2,26.0,36.0,28.0,5.891942854
718,3k,yet,32,3.465735903,6.218866883,6.95705,1.85,2.78282,146.0,202.0,246.0,5.892253441
719,3k,fourth,6,1.791759469,8.045182537,4.676452,1.29,1.8705808,14.0,21.0,38.0,5.893172069
720,3k,spot,10,2.302585093,7.487869534,5.39,2.66,2.156,131.0,75.0,77.0,5.899934767
721,3k,strange,21,3.044522438,6.678412627,6.42,1.77,2.568,119.0,190.0,187.0,5.907206314
722,3k,chalk,5,1.609437912,8.244096157,4.47,1.17,1.788,6.0,7.0,11.0,5.910048079
723,3k,pan,6,1.791759469,8.045182537,4.72,1.53,1.888,100.0,41.0,18.0,5.910591269
724,3k,coin,4,1.386294361,8.487546753,4.17,1.25,1.668,8.0,10.0,10.0,5.911773377
725,3k,tip,10,2.302585093,7.487869534,5.42,2.34,2.168,30.0,25.0,25.0,5.911934767
726,lcnl,jaws,9,2.197224577,7.60281832,5.28,1.87,2.112,2.0,7.0,11.0,5.91340916
727,3k,noon,14,2.63905733,7.120776844,5.89,2.18,2.356,19.0,37.0,34.0,5.916388422
728,3k,save,10,2.302585093,7.487869534,5.44,1.69,2.176,65.0,77.0,67.0,5.919934767
729,3k,dumb,5,1.609437912,8.244096157,4.5,1.5,1.8,28.0,27.0,21.0,5.922048079
730,3k,goose,8,2.079441542,7.73132013,5.15,2.21,2.06,45.0,30.0,19.0,5.925660065
731,3k,thump,49,3.891820298,5.754006934,7.63,3.9,3.052,18.0,12.0,10.0,5.929003467
732,3k,scare,4,1.386294361,8.487546753,4.22,1.26,1.688,35.0,21.0,10.0,5.931773377
733,lcnl,whale,10,2.302585093,7.487869534,5.47,1.95,2.188,49.0,42.0,31.0,5.931934767
734,3k,stair,3,1.098612289,8.80140916,3.84,1.61,1.536,2.0,2.0,2.0,5.93670458
735,3k,pain,4,1.386294361,8.487546753,4.26,1.52,1.704,31.0,52.0,57.0,5.947773377
736,3k,grab,9,2.197224577,7.60281832,5.37,2.31,2.148,11.0,18.0,20.0,5.94940916
737,3k,luck,21,3.044522438,6.678412627,6.53,2.04,2.612,55.0,50.0,41.0,5.951206314
738,3k,news,16,2.772588722,6.975093507,6.16,2.27,2.464,40.0,62.0,84.0,5.951546754
739,3k,rag,8,2.079441542,7.73132013,5.22,2.05,2.088,6.0,6.0,5.0,5.953660065
740,3k,shell,8,2.079441542,7.73132013,5.22,1.96,2.088,60.0,35.0,34.0,5.953660065
741,3k,note,19,2.944438979,6.78760412,6.4,1.57,2.56,123.0,80.0,57.0,5.95380206
742,3k,thin,20,2.995732274,6.731642911,6.47,2.76,2.588,57.0,104.0,130.0,5.953821456
743,3k,lose,12,2.48490665,7.288955913,5.78,2.32,2.312,47.0,60.0,61.0,5.956477957
744,3k,float,9,2.197224577,7.60281832,5.39,2.55,2.156,8.0,27.0,23.0,5.95740916
745,3k,race,14,2.63905733,7.120776844,6.0,2.62,2.4,151.0,108.0,90.0,5.960388422
746,3k,snail,12,2.48490665,7.288955913,5.79,2.57,2.316,18.0,13.0,14.0,5.960477957
747,3k,pile,12,2.48490665,7.288955913,5.79,2.7,2.316,134.0,64.0,59.0,5.960477957
748,3k,spell,7,1.945910149,7.877003467,5.06,1.59,2.024,3.0,24.0,26.0,5.962501734
749,3k,fed,11,2.397895273,7.383885708,5.67821,2.66,2.271284,46.0,31.0,39.0,5.963226854
750,3k,lick,4,1.386294361,8.487546753,4.3,1.53,1.72,14.0,10.0,7.0,5.963773377
751,3k,glove,4,1.386294361,8.487546753,4.3,1.63,1.72,6.0,14.0,7.0,5.963773377
752,3k,lake,5,1.609437912,8.244096157,4.61,1.72,1.844,202.0,129.0,112.0,5.966048079
753,3k,cough,4,1.386294361,8.487546753,4.32,2.11,1.728,1.0,4.0,7.0,5.971773377
754,lcnl,elf,4,1.386294361,8.487546753,4.32,2.4,1.728,,,,5.971773377
755,3k,though,36,3.583518938,6.090365073,7.319388,1.8,2.9277552,67.0,193.0,304.0,5.972937737
756,3k,pair,13,2.564949357,7.201628967,5.94,2.46,2.376,20.0,41.0,58.0,5.976814484
757,3k,jar,9,2.197224577,7.60281832,5.44,2.18,2.176,67.0,53.0,43.0,5.97740916
758,3k,forth,32,3.465735903,6.218866883,7.17019,2.6,2.868076,15.0,37.0,51.0,5.977509442
759,3k,gum,6,1.791759469,8.045182537,4.89,1.13,1.956,15.0,18.0,19.0,5.978591269
760,3k,plant,3,1.098612289,8.80140916,3.95,1.65,1.58,216.0,124.0,108.0,5.98070458
761,3k,lord,13,2.564949357,7.201628967,5.95,2.04,2.38,20.0,20.0,30.0,5.980814484
762,3k,inch,7,1.945910149,7.877003467,5.11,1.73,2.044,9.0,20.0,20.0,5.982501734
763,3k,speed,7,1.945910149,7.877003467,5.11,1.53,2.044,33.0,52.0,53.0,5.982501734
764,3k,beat,15,2.708050201,7.045505317,6.15,1.66,2.46,65.0,85.0,84.0,5.982752659
765,3k,tough,9,2.197224577,7.60281832,5.47,1.5,2.188,5.0,27.0,22.0,5.98940916
766,3k,cone,5,1.609437912,8.244096157,4.67,2.57,1.868,14.0,10.0,9.0,5.990048079
767,3k,skunk,8,2.079441542,7.73132013,5.32,1.97,2.128,49.0,17.0,7.0,5.993660065
768,3k,church,7,1.945910149,7.877003467,5.15,1.76,2.06,25.0,40.0,59.0,5.998501734
769,3k,pear,3,1.098612289,8.80140916,4.0,1.7,1.6,0.0,1.0,2.0,6.00070458
770,unl,sleigh,13,2.564949357,7.201628967,6.0,3.99,2.4,0.0,1.0,2.0,6.000814484
771,3k,hood,9,2.197224577,7.60281832,5.5,2.66,2.2,0.0,10.0,13.0,6.00140916
772,3k,pray,11,2.397895273,7.383885708,5.79,2.35,2.316,5.0,7.0,10.0,6.007942854
773,3k,breeze,15,2.708050201,7.045505317,6.22,3.0,2.488,5.0,9.0,22.0,6.010752659
774,3k,north,19,2.944438979,6.78760412,6.55,1.85,2.62,60.0,109.0,158.0,6.01380206
775,3k,sack,11,2.397895273,7.383885708,5.83,2.01,2.332,42.0,21.0,22.0,6.023942854
776,3k,hunt,13,2.564949357,7.201628967,6.06,2.01,2.424,102.0,55.0,52.0,6.024814484
777,3k,cluck,7,1.945910149,7.877003467,5.22,2.13,2.088,,,,6.026501734
778,3k,shot,11,2.397895273,7.383885708,5.84,2.75,2.336,63.0,79.0,86.0,6.027942854
779,3k,wee,16,2.772588722,6.975093507,6.39,2.79,2.556,0.0,1.0,2.0,6.043546754
780,3k,brave,12,2.48490665,7.288955913,6.0,2.03,2.4,76.0,62.0,49.0,6.044477957
781,lcnl,rooms,3,1.098612289,8.80140916,4.11,1.56,1.644,41.0,40.0,39.0,6.04470458
782,3k,path,13,2.564949357,7.201628967,6.11,2.95,2.444,105.0,82.0,87.0,6.044814484
783,3k,crash,13,2.564949357,7.201628967,6.11,2.59,2.444,27.0,34.0,28.0,6.044814484
784,3k,ghost,6,1.791759469,8.045182537,5.06,2.01,2.024,67.0,51.0,44.0,6.046591269
785,3k,twice,11,2.397895273,7.383885708,5.89135,2.09,2.35654,31.0,43.0,58.0,6.048482854
786,3k,view,9,2.197224577,7.60281832,5.63,2.01,2.252,7.0,22.0,33.0,6.05340916
787,3k,wipe,5,1.609437912,8.244096157,4.83,2.07,1.932,3.0,2.0,8.0,6.054048079
788,3k,beard,5,1.609437912,8.244096157,4.84,1.8,1.936,4.0,13.0,17.0,6.058048079
789,3k,suit,19,2.944438979,6.78760412,6.67,2.2,2.668,47.0,62.0,47.0,6.06180206
790,3k,gas,7,1.945910149,7.877003467,5.32,1.97,2.128,49.0,84.0,92.0,6.066501734
791,3k,flip,6,1.791759469,8.045182537,5.11,1.32,2.044,3.0,4.0,5.0,6.066591269
792,3k,maid,23,3.135494216,6.579162017,6.95,1.68,2.78,22.0,7.0,4.0,6.069581009
793,3k,bless,7,1.945910149,7.877003467,5.33,1.81,2.132,1.0,2.0,5.0,6.070501734
794,lcnl,quilt,17,2.833213344,6.908951778,6.55,2.65,2.62,19.0,12.0,8.0,6.074475889
795,3k,chick,8,2.079441542,7.73132013,5.53,2.09,2.212,55.0,23.0,4.0,6.077660065
796,3k,plan,20,2.995732274,6.731642911,6.78,2.88,2.712,87.0,95.0,78.0,6.077821456
797,3k,sour,5,1.609437912,8.244096157,4.89,2.18,1.956,3.0,8.0,8.0,6.078048079
798,3k,drove,14,2.63905733,7.120776844,6.31763,2.57,2.527052,86.0,101.0,85.0,6.087440422
799,3k,swan,14,2.63905733,7.120776844,6.31763,2.05,2.527052,13.0,3.0,5.0,6.087440422
800,3k,sharp,12,2.48490665,7.288955913,6.11,2.73,2.444,37.0,84.0,83.0,6.088477957
801,3k,pout,23,3.135494216,6.579162017,7.0,4.01,2.8,,,,6.089581009
802,3k,bend,8,2.079441542,7.73132013,5.56,1.85,2.224,22.0,35.0,29.0,6.089660065
803,3k,deer,6,1.791759469,8.045182537,5.17,3.26,2.068,40.0,49.0,53.0,6.090591269
804,3k,choice,6,1.791759469,8.045182537,5.17,1.79,2.068,7.0,17.0,25.0,6.090591269
805,3k,doll,2,0.693147181,9.243773377,3.68,1.34,1.472,61.0,30.0,27.0,6.093886689
806,lcnl,honk,7,1.945910149,7.877003467,5.39,2.38,2.156,16.0,9.0,3.0,6.094501734
807,3k,flop,18,2.890371758,6.846591697,6.68,3.32,2.672,12.0,3.0,1.0,6.095295849
808,3k,lock,9,2.197224577,7.60281832,5.74,2.28,2.296,44.0,29.0,21.0,6.09740916
809,3k,since,20,2.995732274,6.731642911,6.85048,1.76,2.740192,55.0,149.0,200.0,6.106013456
810,3k,ill,8,2.079441542,7.73132013,5.603611,1.82,2.2414444,7.0,14.0,21.0,6.107104465
811,3k,smooth,8,2.079441542,7.73132013,5.61,2.3,2.244,19.0,36.0,47.0,6.109660065
812,3k,trail,8,2.079441542,7.73132013,5.61,1.91,2.244,33.0,56.0,57.0,6.109660065
813,lcnl,twirl,2,0.693147181,9.243773377,3.72,1.23,1.488,,,,6.109886689
814,3k,edge,12,2.48490665,7.288955913,6.17,2.31,2.468,20.0,103.0,122.0,6.112477956
815,3k,beg,9,2.197224577,7.60281832,5.78,2.32,2.312,5.0,9.0,15.0,6.11340916
816,3k,track,21,3.044522438,6.678412627,6.94,2.8,2.776,38.0,64.0,60.0,6.115206314
817,3k,couch,2,0.693147181,9.243773377,3.74,1.85,1.496,1.0,12.0,11.0,6.117886689
818,3k,cave,18,2.890371758,6.846591697,6.74,2.49,2.696,70.0,84.0,71.0,6.119295849
819,3k,hang,17,2.833213344,6.908951778,6.68,2.21,2.672,39.0,66.0,49.0,6.126475889
820,3k,stove,3,1.098612289,8.80140916,4.32,1.86,1.728,25.0,37.0,48.0,6.12870458
821,3k,nurse,9,2.197224577,7.60281832,5.84,1.98,2.336,70.0,57.0,32.0,6.13740916
822,3k,sore,9,2.197224577,7.60281832,5.84,2.03,2.336,14.0,17.0,11.0,6.13740916
823,lcnl,ruff,26,3.258096538,6.445402344,7.29,4.09,2.916,,,,6.138701172
824,3k,pack,15,2.708050201,7.045505317,6.55,2.7,2.62,53.0,42.0,36.0,6.142752659
825,3k,spit,5,1.609437912,8.244096157,5.06,2.04,2.024,4.0,9.0,9.0,6.146048079
826,3k,shoot,7,1.945910149,7.877003467,5.53,2.39,2.212,10.0,43.0,36.0,6.150501734
827,3k,leap,7,1.945910149,7.877003467,5.53,1.93,2.212,3.0,10.0,14.0,6.150501734
828,3k,rake,6,1.791759469,8.045182537,5.32,1.77,2.128,27.0,5.0,3.0,6.150591269
829,3k,flag,6,1.791759469,8.045182537,5.33,2.38,2.132,19.0,17.0,16.0,6.154591269
830,3k,west,9,2.197224577,7.60281832,5.89,2.56,2.356,66.0,95.0,113.0,6.15740916
831,3k,tick,10,2.302585093,7.487869534,6.05,2.72,2.42,7.0,0.0,2.0,6.163934767
832,3k,gun,7,1.945910149,7.877003467,5.58,2.52,2.232,83.0,68.0,64.0,6.170501734
833,unl,crooked,12,2.48490665,7.288955913,6.33,1.61,2.532,4.0,2.0,5.0,6.176477956
834,3k,pee,2,0.693147181,9.243773377,3.89,2.71,1.556,,,,6.177886689
835,3k,cub,6,1.791759469,8.045182537,5.4,2.04,2.16,11.0,9.0,12.0,6.182591269
836,3k,case,16,2.772588722,6.975093507,6.74,2.0,2.696,57.0,70.0,83.0,6.183546754
837,3k,seem,16,2.772588722,6.975093507,6.74,2.08,2.696,83.0,121.0,144.0,6.183546754
838,3k,fluff,4,1.386294361,8.487546753,4.85,1.57,1.94,10.0,0.0,2.0,6.183773377
839,3k,hum,8,2.079441542,7.73132013,5.795437,2.24,2.3181748,17.0,8.0,7.0,6.183834865
840,3k,fact,13,2.564949357,7.201628967,6.47,2.78,2.588,32.0,82.0,120.0,6.188814484
841,3k,tug,5,1.609437912,8.244096157,5.17,2.2,2.068,13.0,9.0,7.0,6.190048079
842,3k,lead,16,2.772588722,6.975093507,6.76,3.42,2.704,9.0,40.0,58.0,6.191546754
843,3k,mule,7,1.945910149,7.877003467,5.65,1.66,2.26,41.0,8.0,10.0,6.198501734
844,3k,blood,4,1.386294361,8.487546753,4.89,1.64,1.956,34.0,63.0,75.0,6.199773377
845,3k,joke,5,1.609437912,8.244096157,5.2,1.88,2.08,31.0,34.0,28.0,6.202048079
846,lcnl,weeds,8,2.079441542,7.73132013,5.85,2.35,2.34,48.0,22.0,12.0,6.205660065
847,3k,frown,3,1.098612289,8.80140916,4.52,1.69,1.808,8.0,11.0,9.0,6.20870458
848,3k,calf,14,2.63905733,7.120776844,6.63,1.5,2.652,9.0,12.0,12.0,6.212388422
849,3k,hog,7,1.945910149,7.877003467,5.7,2.27,2.28,7.0,1.0,2.0,6.218501734
850,3k,joy,15,2.708050201,7.045505317,6.74,2.92,2.696,25.0,32.0,34.0,6.218752659
851,3k,click,17,2.833213344,6.908951778,6.94,2.6,2.776,39.0,7.0,11.0,6.230475889
852,3k,blaze,25,3.218875825,6.488192314,7.47,2.37,2.988,0.0,1.0,4.0,6.232096157
853,3k,yawn,5,1.609437912,8.244096157,5.3,1.81,2.12,7.0,3.0,2.0,6.242048079
854,3k,growl,7,1.945910149,7.877003467,5.79,1.87,2.316,2.0,6.0,5.0,6.254501734
855,3k,act,11,2.397895273,7.383885708,6.42,2.22,2.568,27.0,67.0,67.0,6.259942854
856,3k,toss,2,0.693147181,9.243773377,4.11,1.45,1.644,9.0,4.0,9.0,6.265886689
857,lcnl,burp,3,1.098612289,8.80140916,4.67,1.88,1.868,,,,6.26870458
858,3k,rich,10,2.302585093,7.487869534,6.32,2.14,2.528,51.0,112.0,98.0,6.271934767
859,3k,bin,3,1.098612289,8.80140916,4.68,2.67,1.872,1.0,5.0,4.0,6.27270458
860,3k,squeak,7,1.945910149,7.877003467,5.84,1.8,2.336,6.0,9.0,13.0,6.274501734
861,lcnl,tap,7,1.945910149,7.877003467,5.84,2.87,2.336,72.0,31.0,10.0,6.274501734
862,3k,fan,6,1.791759469,8.045182537,5.63,2.54,2.252,11.0,4.0,9.0,6.274591269
863,3k,jet,5,1.609437912,8.244096157,5.39,2.52,2.156,27.0,13.0,10.0,6.278048079
864,3k,bride,4,1.386294361,8.487546753,5.1,1.55,2.04,0.0,1.0,4.0,6.283773377
865,3k,rough,9,2.197224577,7.60281832,6.21,2.3,2.484,5.0,37.0,37.0,6.28540916
866,3k,sew,8,2.079441542,7.73132013,6.05,2.68,2.42,11.0,11.0,5.0,6.285660065
867,3k,bet,16,2.772588722,6.975093507,7.0,2.43,2.8,99.0,75.0,44.0,6.287546754
868,3k,pen,4,1.386294361,8.487546753,5.11,1.29,2.044,90.0,31.0,32.0,6.287773377
869,3k,squeeze,5,1.609437912,8.244096157,5.42,2.17,2.168,7.0,8.0,9.0,6.290048079
870,3k,buzz,17,2.833213344,6.908951778,7.095591,2.54,2.8382364,3.0,10.0,7.0,6.292712289
871,3k,split,9,2.197224577,7.60281832,6.25,2.36,2.5,11.0,19.0,21.0,6.30140916
872,3k,sword,5,1.609437912,8.244096157,5.45,1.43,2.18,0.0,10.0,19.0,6.302048079
873,3k,sell,16,2.772588722,6.975093507,7.05,2.53,2.82,80.0,91.0,86.0,6.307546754
874,3k,grace,19,2.944438979,6.78760412,7.287417,2.87,2.9149668,1.0,7.0,15.0,6.30876886
875,3k,rhyme,5,1.609437912,8.244096157,5.47,1.98,2.188,1.0,2.0,3.0,6.310048079
876,3k,pal,6,1.791759469,8.045182537,5.74,2.54,2.296,7.0,9.0,6.0,6.318591269
877,3k,sip,2,0.693147181,9.243773377,4.26,1.37,1.704,5.0,2.0,3.0,6.325886689
878,3k,frost,4,1.386294361,8.487546753,5.209302,1.58,2.0837208,11.0,6.0,16.0,6.327494177
879,3k,tale,9,2.197224577,7.60281832,6.32,2.52,2.528,0.0,8.0,13.0,6.32940916
