,Unnamed: 0,source,word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3,Has_freq,Has_aoa,Filter,score
776,1355,3k,corn,24.0,3.17805383,6.53272929,4.61,2.64,1.844,42.0,85.0,84.0,True,True,True,5.110364645
689,4956,3k,pick,38.0,3.63758616,6.031377497,5.26,2.31,2.104,198.0,151.0,110.0,True,True,True,5.1196887485
1009,4730,unl,oink,10.0,2.3025850930000002,7.487869534,3.44,1.85,1.376,#N/A,#N/A,#N/A,True,True,True,5.119934767
761,239,3k,beach,27.0,3.295836866,6.40422748,4.8,1.54,1.92,82.0,81.0,83.0,True,True,True,5.12211374
851,2624,3k,game,18.0,2.890371758,6.846591697000001,4.26,1.82,1.704,337.0,201.0,161.0,True,True,True,5.1272958485
955,1238,3k,clown,12.0,2.48490665,7.288955913,3.72,1.93,1.4880000000000002,41.0,20.0,10.0,True,True,True,5.1324779565
831,3433,3k,hush,20.0,2.995732274,6.731642911000001,4.441998,1.88,1.7767992,6.0,13.0,8.0,True,True,True,5.1426206555
903,1017,3k,chew,15.0,2.7080502010000003,7.045505317000001,4.05,1.51,1.62,7.0,11.0,12.0,True,True,True,5.142752658500001
644,888,3k,care,48.0,3.871201011,5.776502667000001,5.65,2.01,2.26,335.0,286.0,280.0,True,True,True,5.1482513335
834,4825,3k,park,20.0,2.995732274,6.731642911000001,4.47,1.87,1.788,231.0,126.0,104.0,True,True,True,5.1538214555
723,5137,3k,pond,33.0,3.496507561,6.185294868,5.16,1.98,2.064,202.0,89.0,61.0,True,True,True,5.156647434
722,4782,3k,page,33.0,3.496507561,6.185294868,5.16,1.8,2.064,52.0,93.0,171.0,True,True,True,5.156647434
708,3863,3k,late,36.0,3.583518938,6.090365072999999,5.28,1.93,2.112,193.0,197.0,172.0,True,True,True,5.1571825365
789,5310,3k,pull,25.0,3.218875825,6.488192314,4.79,1.93,1.916,116.0,113.0,104.0,True,True,True,5.160096157
913,4315,cdi,meow,14.0,2.63905733,7.120776844,4.0,2.5,1.6,5.0,5.0,1.0,True,True,True,5.1603884220000005
710,5355,3k,quack,35.0,3.555348061,6.121099624,5.251930000000001,3.59,2.100772,3.0,4.0,2.0,True,True,True,5.161321812000001
797,1497,3k,cross,24.0,3.17805383,6.53272929,4.74,1.76,1.896,56.0,71.0,82.0,True,True,True,5.162364645
779,217,3k,bat,26.0,3.258096538,6.445402344,4.85,1.73,1.94,51.0,32.0,22.0,True,True,True,5.162701172
845,190,3k,barn,20.0,2.995732274,6.731642911000001,4.5,1.62,1.8,50.0,81.0,79.0,True,True,True,5.165821455500001
587,5155,3k,poor,65.0,4.17438727,5.445725124,6.11,1.94,2.444,81.0,153.0,158.0,True,True,True,5.166862562
856,7069,3k,stone,19.0,2.9444389789999996,6.78760412,4.44,1.2,1.776,115.0,110.0,115.0,True,True,True,5.16980206
738,5775,3k,safe,31.0,3.4339872039999997,6.253504853,5.11,2.65,2.044,124.0,144.0,103.0,True,True,True,5.1707524265
671,5800,3k,same,45.0,3.80666249,5.846914477,5.624925,1.71,2.2499700000000002,403.0,475.0,578.0,True,True,True,5.1734272385
901,1037,3k,chin,16.0,2.772588722,6.975093507,4.22,4.1,1.6880000000000002,26.0,24.0,28.0,True,True,True,5.175546753500001
704,4018,cdi,listen,38.0,3.63758616,6.031377497,5.4,2.62,2.16,207.0,198.0,170.0,True,True,True,5.175688748500001
699,3022,3k,guess,39.0,3.6635616460000002,6.003038127000001,5.44,1.46,2.176,210.0,225.0,155.0,True,True,True,5.1775190635
555,7500,3k,these,80.0,4.382026635,5.219189664,6.4242,1.78,2.56968,525.0,677.0,1003.0,True,True,True,5.179274832
859,2745,3k,glass,19.0,2.9444389789999996,6.78760412,4.47,1.65,1.788,97.0,111.0,115.0,True,True,True,5.18180206
865,7770,3k,trash,19.0,2.9444389789999996,6.78760412,4.47,1.78,1.788,16.0,17.0,21.0,True,True,True,5.18180206
821,554,3k,born,22.0,3.091042453,6.627659085,4.68,1.97,1.8719999999999999,30.0,95.0,119.0,True,True,True,5.1858295425000005
875,7587,3k,thumb,18.0,2.890371758,6.846591697000001,4.42,2.36,1.768,15.0,19.0,13.0,True,True,True,5.1912958485
570,6309,3k,sir,75.0,4.317488114,5.2896014739999995,6.37,3.04,2.548,63.0,102.0,102.0,True,True,True,5.192800737
730,6319,3k,six,33.0,3.496507561,6.185294868,5.251930000000001,1.86,2.100772,151.0,166.0,160.0,True,True,True,5.193419434
813,7082,3k,store,23.0,3.135494216,6.579162017000001,4.76,1.92,1.9040000000000001,333.0,225.0,192.0,True,True,True,5.193581008500001
792,573,3k,bow,26.0,3.258096538,6.445402344,4.95,2.22,1.98,15.0,25.0,30.0,True,True,True,5.202701171999999
709,2219,3k,fight,38.0,3.63758616,6.031377497,5.47,2.06,2.188,85.0,123.0,103.0,True,True,True,5.2036887485
601,4764,3k,owl,65.0,4.17438727,5.445725124,6.21,2.66,2.484,151.0,58.0,33.0,True,True,True,5.2068625619999995
838,1069,3k,choose,22.0,3.091042453,6.627659085,4.74,1.79,1.896,12.0,51.0,60.0,True,True,True,5.2098295425
923,1322,3k,cook,15.0,2.7080502010000003,7.045505317000001,4.22,1.31,1.6880000000000002,161.0,76.0,53.0,True,True,True,5.210752658500001
1033,100,3k,aunt,11.0,2.397895273,7.383885707999999,3.8,1.61,1.52,147.0,179.0,144.0,True,True,True,5.211942854
868,3764,3k,knock,20.0,2.995732274,6.731642911000001,4.63,2.06,1.8519999999999999,20.0,28.0,32.0,True,True,True,5.2178214555
743,273,3k,beep,33.0,3.496507561,6.185294868,5.32,2.38,2.128,#N/A,#N/A,#N/A,True,True,True,5.220647434
816,5500,3k,reach,24.0,3.17805383,6.53272929,4.89,2.79,1.956,67.0,73.0,95.0,True,True,True,5.222364645
817,8470,3k,write,24.0,3.17805383,6.53272929,4.89,1.64,1.956,276.0,246.0,221.0,True,True,True,5.222364645
958,7306,3k,swing,14.0,2.63905733,7.120776844,4.16,2.03,1.6640000000000001,19.0,24.0,22.0,True,True,True,5.2243884220000005
857,6211,3k,shout,21.0,3.044522438,6.678412627,4.72,1.49,1.8880000000000001,28.0,38.0,31.0,True,True,True,5.2272063135
1000,3104,3k,ham,13.0,2.5649493569999997,7.201628967,4.1,1.48,1.64,47.0,14.0,9.0,True,True,True,5.2408144835
502,8275,3k,while,114.0,4.736198448000001,4.832786657,7.063619999999999,2.04,2.8254479999999997,312.0,494.0,567.0,True,True,True,5.2418413285
1175,1920,3k,drop,7.0,1.9459101490000001,7.877003467000001,3.26,1.33,1.304,63.0,59.0,47.0,True,True,True,5.2425017335
1001,1871,3k,draw,13.0,2.5649493569999997,7.201628967,4.11,1.13,1.6440000000000001,134.0,69.0,72.0,True,True,True,5.244814483500001
1002,4950,3k,phone,13.0,2.5649493569999997,7.201628967,4.11,1.49,1.6440000000000001,90.0,90.0,69.0,True,True,True,5.244814483500001
607,7206,3k,such,70.0,4.248495242,5.364873001,6.4242,2.05,2.56968,144.0,231.0,382.0,True,True,True,5.2521165005
906,7519,3k,third,18.0,2.890371758,6.846591697000001,4.580539,1.93,1.8322156000000003,53.0,98.0,105.0,True,True,True,5.255511448500001
932,1207,3k,clock,16.0,2.772588722,6.975093507,4.42,1.46,1.768,112.0,67.0,60.0,True,True,True,5.2555467535
694,3978,3k,life,47.0,3.850147602,5.7994720289999995,5.89,3.23,2.356,107.0,258.0,398.0,True,True,True,5.2557360145
766,4574,3k,near,33.0,3.496507561,6.185294868,5.411785,1.96,2.164714,329.0,341.0,380.0,True,True,True,5.257361434
794,7619,3k,tight,29.0,3.36729583,6.326265436,5.251930000000001,1.61,2.100772,25.0,48.0,58.0,True,True,True,5.263904718
992,575,3k,bowl,14.0,2.63905733,7.120776844,4.26,2.28,1.704,59.0,64.0,38.0,True,True,True,5.264388422
1021,2166,3k,feed,13.0,2.5649493569999997,7.201628967,4.17,1.58,1.6680000000000001,86.0,75.0,65.0,True,True,True,5.2688144835
1136,7024,lcnl,steps,9.0,2.197224577,7.60281832,3.67,1.41,1.4680000000000002,139.0,162.0,131.0,True,True,True,5.26940916
647,4106,3k,lot,60.0,4.094344562,5.533052071,6.264345,2.25,2.505738,444.0,411.0,372.0,True,True,True,5.2722640355
679,4023,3k,live,53.0,3.9702919139999997,5.668394056,6.1,2.15,2.44,443.0,475.0,561.0,True,True,True,5.274197028
787,4365,3k,mind,31.0,3.4339872039999997,6.253504853,5.37,1.86,2.148,115.0,271.0,316.0,True,True,True,5.2747524265
1106,8532,3k,yell,10.0,2.3025850930000002,7.487869534,3.83,1.5,1.5319999999999998,39.0,26.0,18.0,True,True,True,5.275934767
806,8522,3k,year,28.0,3.33220451,6.36455022,5.24,1.73,2.096,132.0,260.0,336.0,True,True,True,5.27827511
897,2156,3k,fear,20.0,2.995732274,6.731642911000001,4.79,1.93,1.916,15.0,46.0,75.0,True,True,True,5.2818214555
1216,3839,3k,lap,6.0,1.791759469,8.045182537,3.15,1.18,1.26,23.0,39.0,29.0,True,True,True,5.2825912685
824,2137,3k,fat,26.0,3.258096538,6.445402344,5.15,1.84,2.06,134.0,88.0,75.0,True,True,True,5.2827011719999994
912,4201,3k,mail,18.0,2.890371758,6.846591697000001,4.65,2.01,1.86,69.0,37.0,29.0,True,True,True,5.283295848500001
1024,8353,3k,win,13.0,2.5649493569999997,7.201628967,4.22,1.31,1.6880000000000002,138.0,88.0,65.0,True,True,True,5.2888144835
854,4839,3k,pat,24.0,3.17805383,6.53272929,5.070761,2.12,2.0283043999999997,296.0,52.0,17.0,True,True,True,5.294669044999999
895,4961,3k,piece,21.0,3.044522438,6.678412627,4.89,1.7,1.956,114.0,155.0,174.0,True,True,True,5.2952063135
988,3908,3k,learn,15.0,2.7080502010000003,7.045505317000001,4.44,1.42,1.776,192.0,256.0,269.0,True,True,True,5.298752658500001
904,3356,3k,horn,20.0,2.995732274,6.731642911000001,4.84,1.01,1.936,16.0,27.0,23.0,True,True,True,5.301821455500001
997,4792,3k,paint,15.0,2.7080502010000003,7.045505317000001,4.45,1.32,1.78,225.0,66.0,54.0,True,True,True,5.3027526585
918,4124,3k,low,18.0,2.890371758,6.846591697000001,4.7,1.22,1.88,62.0,112.0,151.0,True,True,True,5.3032958485
1036,5342,3k,push,13.0,2.5649493569999997,7.201628967,4.26,1.85,1.704,91.0,84.0,58.0,True,True,True,5.3048144835
866,612,3k,branch,24.0,3.17805383,6.53272929,5.11,2.11,2.044,54.0,59.0,48.0,True,True,True,5.310364645
808,6678,3k,soup,29.0,3.36729583,6.326265436,5.37,2.65,2.148,123.0,58.0,27.0,True,True,True,5.311132718
714,6056,3k,set,46.0,3.828641396,5.822935393,6.0,3.03,2.4,254.0,283.0,331.0,True,True,True,5.311467696499999
977,6009,3k,seat,16.0,2.772588722,6.975093507,4.58,1.92,1.8319999999999999,99.0,109.0,95.0,True,True,True,5.3195467535
839,1185,3k,climb,27.0,3.295836866,6.40422748,5.3,2.05,2.12,123.0,89.0,60.0,True,True,True,5.322113740000001
882,6551,3k,snake,23.0,3.135494216,6.579162017000001,5.1,2.47,2.04,123.0,96.0,57.0,True,True,True,5.3295810085
892,4830,3k,part,23.0,3.135494216,6.579162017000001,5.11,1.15,2.044,219.0,323.0,508.0,True,True,True,5.3335810085
1007,773,3k,bull,15.0,2.7080502010000003,7.045505317000001,4.53,2.29,1.8119999999999998,25.0,15.0,22.0,True,True,True,5.3347526585
990,4268,3k,mat,16.0,2.772588722,6.975093507,4.62,2.22,1.848,27.0,13.0,9.0,True,True,True,5.3355467535
998,1940,3k,drum,16.0,2.772588722,6.975093507,4.63,2.19,1.8519999999999999,21.0,12.0,19.0,True,True,True,5.3395467535000005
849,2047,3k,eight,27.0,3.295836866,6.40422748,5.3585,1.72,2.1434,60.0,73.0,85.0,True,True,True,5.34551374
1039,7689,3k,tongue,14.0,2.63905733,7.120776844,4.47,2.87,1.788,21.0,38.0,44.0,True,True,True,5.348388422
878,2813,3k,goat,24.0,3.17805383,6.53272929,5.21,2.07,2.084,70.0,52.0,33.0,True,True,True,5.350364645
885,3831,3k,land,24.0,3.17805383,6.53272929,5.22,2.69,2.088,194.0,248.0,315.0,True,True,True,5.354364645
791,3850,3k,large,35.0,3.555348061,6.121099624,5.74,2.23,2.296,98.0,214.0,408.0,True,True,True,5.356549812
840,6847,3k,spring,29.0,3.36729583,6.326265436,5.5,2.15,2.2,129.0,131.0,153.0,True,True,True,5.363132718
910,1994,3k,dust,21.0,3.044522438,6.678412627,5.06,1.39,2.024,36.0,61.0,66.0,True,True,True,5.3632063135
942,8404,lcnl,woods,19.0,2.9444389789999996,6.78760412,4.930784,1.62,1.9723136000000003,216.0,143.0,126.0,True,True,True,5.36611566
784,8329,3k,wide,37.0,3.610917913,6.060472672,5.84,2.14,2.336,65.0,111.0,113.0,True,True,True,5.366236336
1453,4752,3k,ouch,3.0,1.098612289,8.80140916,2.417168,1.34,0.9668671999999998,14.0,6.0,4.0,True,True,True,5.3675717800000005
768,1438,3k,cream,40.0,3.688879454,5.975416287000001,5.95,2.48,2.38,94.0,55.0,39.0,True,True,True,5.3677081435
786,3373,3k,hour,37.0,3.610917913,6.060472672,5.85,1.79,2.34,88.0,132.0,146.0,True,True,True,5.370236336
902,2509,3k,free,23.0,3.135494216,6.579162017000001,5.21,1.78,2.084,92.0,116.0,120.0,True,True,True,5.3735810085
960,1881,3k,dream,18.0,2.890371758,6.846591697000001,4.88,1.95,1.952,61.0,68.0,67.0,True,True,True,5.3752958485
1139,7115,3k,straw,11.0,2.397895273,7.383885707999999,4.22,1.26,1.6880000000000002,38.0,47.0,35.0,True,True,True,5.379942853999999
976,810,3k,bush,18.0,2.890371758,6.846591697000001,4.9,2.1,1.96,20.0,21.0,31.0,True,True,True,5.3832958485
1160,3060,3k,guy,10.0,2.3025850930000002,7.487869534,4.11,1.91,1.6440000000000001,25.0,51.0,38.0,True,True,True,5.387934767
1282,250,3k,bean,6.0,1.791759469,8.045182537,3.42,1.12,1.368,21.0,24.0,17.0,True,True,True,5.390591268500001
1056,1326,3k,cool,14.0,2.63905733,7.120776844,4.58,2.32,1.8319999999999999,60.0,93.0,113.0,True,True,True,5.392388422
891,5691,3k,rope,26.0,3.258096538,6.445402344,5.44,2.09,2.176,133.0,109.0,93.0,True,True,True,5.398701172
989,7144,3k,string,18.0,2.890371758,6.846591697000001,4.94,1.7,1.976,93.0,74.0,57.0,True,True,True,5.3992958485
1027,437,3k,block,16.0,2.772588722,6.975093507,4.79,3.08,1.916,87.0,65.0,59.0,True,True,True,5.403546753500001
1029,6430,3k,slide,16.0,2.772588722,6.975093507,4.79,2.3,1.916,12.0,21.0,24.0,True,True,True,5.403546753500001
1047,5739,3k,rule,15.0,2.7080502010000003,7.045505317000001,4.72,1.49,1.8880000000000001,24.0,57.0,40.0,True,True,True,5.410752658500001
1020,3397,3k,huge,17.0,2.833213344,6.908951778,4.9,3.14,1.96,30.0,80.0,116.0,True,True,True,5.414475889
922,1906,3k,drive,22.0,3.091042453,6.627659085,5.26,2.58,2.104,78.0,108.0,98.0,True,True,True,5.4178295425
1043,6097,3k,share,16.0,2.772588722,6.975093507,4.84,1.86,1.936,39.0,48.0,52.0,True,True,True,5.4235467535
905,3096,3k,half,25.0,3.218875825,6.488192314,5.454413,1.77,2.1817652,77.0,188.0,251.0,True,True,True,5.4258613570000005
939,3161,3k,hay,22.0,3.091042453,6.627659085,5.32,1.92,2.128,8.0,20.0,32.0,True,True,True,5.441829542500001
1162,3624,3k,juice,11.0,2.397895273,7.383885707999999,4.4,2.21,1.76,13.0,29.0,33.0,True,True,True,5.4519428539999994
1164,4299,3k,meat,11.0,2.397895273,7.383885707999999,4.42,1.57,1.768,50.0,93.0,103.0,True,True,True,5.4599428539999995
697,8311,3k,whole,67.0,4.204692618999999,5.412661855,6.89,2.71,2.7560000000000002,114.0,227.0,259.0,True,True,True,5.4623309275
1155,5118,3k,point,12.0,2.48490665,7.288955913,4.55,1.61,1.82,34.0,79.0,100.0,True,True,True,5.4644779565
1025,4597,3k,nest,18.0,2.890371758,6.846591697000001,5.11,1.94,2.044,84.0,59.0,58.0,True,True,True,5.467295848500001
1026,8197,3k,week,18.0,2.890371758,6.846591697000001,5.11,2.56,2.044,133.0,193.0,125.0,True,True,True,5.467295848500001
1060,1145,3k,class,16.0,2.772588722,6.975093507,4.95,1.36,1.98,182.0,181.0,177.0,True,True,True,5.467546753500001
1124,7660,3k,toast,13.0,2.5649493569999997,7.201628967,4.67,3.34,1.868,5.0,18.0,18.0,True,True,True,5.4688144835
823,8340,3k,wild,37.0,3.610917913,6.060472672,6.11,2.51,2.444,55.0,101.0,122.0,True,True,True,5.474236336000001
908,5126,3k,pole,26.0,3.258096538,6.445402344,5.63,2.83,2.252,34.0,60.0,70.0,True,True,True,5.474701172
951,6100,3k,shark,23.0,3.135494216,6.579162017000001,5.47,1.65,2.188,15.0,19.0,8.0,True,True,True,5.4775810085000005
954,7412,3k,tea,23.0,3.135494216,6.579162017000001,5.47,2.39,2.188,51.0,61.0,71.0,True,True,True,5.4775810085000005
936,984,3k,chase,24.0,3.17805383,6.53272929,5.53,2.12,2.2119999999999997,21.0,17.0,15.0,True,True,True,5.478364644999999
1078,783,3k,bunch,15.0,2.7080502010000003,7.045505317000001,4.89,1.78,1.956,24.0,29.0,19.0,True,True,True,5.4787526585
1170,5667,3k,roll,11.0,2.397895273,7.383885707999999,4.47,2.12,1.788,71.0,59.0,47.0,True,True,True,5.479942854
847,7796,3k,trick,35.0,3.555348061,6.121099624,6.05,2.99,2.42,112.0,50.0,30.0,True,True,True,5.480549812
871,4855,3k,paw,31.0,3.4339872039999997,6.253504853,5.89,2.95,2.356,38.0,28.0,18.0,True,True,True,5.482752426499999
874,5395,3k,quick,31.0,3.4339872039999997,6.253504853,5.89,2.16,2.356,61.0,82.0,77.0,True,True,True,5.482752426499999
1042,7453,3k,tent,18.0,2.890371758,6.846591697000001,5.16,1.95,2.064,51.0,39.0,39.0,True,True,True,5.4872958485000005
969,5277,3k,proud,22.0,3.091042453,6.627659085,5.44,1.58,2.176,45.0,67.0,60.0,True,True,True,5.489829542500001
900,3880,3k,lay,29.0,3.36729583,6.326265436,5.838065,2.01,2.335226,83.0,173.0,196.0,True,True,True,5.498358718
1113,7087,3k,storm,15.0,2.7080502010000003,7.045505317000001,4.94,2.51,1.976,32.0,69.0,73.0,True,True,True,5.498752658500001
1152,3279,3k,hit,13.0,2.5649493569999997,7.201628967,4.75,2.83,1.9,263.0,189.0,145.0,True,True,True,5.5008144835
1073,5795,3k,salt,16.0,2.772588722,6.975093507,5.05,2.2,2.02,19.0,38.0,52.0,True,True,True,5.5075467535
1199,7856,3k,truth,10.0,2.3025850930000002,7.487869534,4.42,2.06,1.768,20.0,41.0,42.0,True,True,True,5.511934767
833,2184,3k,fence,39.0,3.6635616460000002,6.003038127000001,6.28,3.36,2.512,85.0,96.0,71.0,True,True,True,5.5135190635
1037,643,3k,break,19.0,2.9444389789999996,6.78760412,5.3,2.18,2.12,56.0,77.0,100.0,True,True,True,5.51380206
1005,6276,3k,sight,21.0,3.044522438,6.678412627,5.44,2.01,2.176,24.0,88.0,112.0,True,True,True,5.5152063135
752,4835,3k,past,56.0,4.025351691,5.608323597,6.78,1.52,2.7119999999999997,115.0,159.0,178.0,True,True,True,5.5161617985
981,4651,3k,none,23.0,3.135494216,6.579162017000001,5.57164,1.85,2.228656,16.0,56.0,71.0,True,True,True,5.5182370085
1299,6206,unl,shorts,7.0,1.9459101490000001,7.877003467000001,3.95,1.13,1.58,6.0,3.0,4.0,True,True,True,5.518501733500001
930,2902,3k,gray,26.0,3.258096538,6.445402344,5.74,2.6,2.296,106.0,116.0,105.0,True,True,True,5.518701172
790,684,3k,bright,48.0,3.871201011,5.776502667000001,6.58,2.87,2.6319999999999997,109.0,139.0,153.0,True,True,True,5.5202513335
1072,187,3k,bark,17.0,2.833213344,6.908951778,5.17,1.76,2.068,58.0,47.0,45.0,True,True,True,5.522475889
803,356,3k,bit,44.0,3.7841896339999996,5.8714324620000005,6.47,2.55,2.588,117.0,139.0,143.0,True,True,True,5.523716231
1271,3821,3k,lamb,8.0,2.079441542,7.73132013,4.15,1.81,1.66,24.0,16.0,14.0,True,True,True,5.525660065
1045,6170,3k,ship,19.0,2.9444389789999996,6.78760412,5.33,2.06,2.1319999999999997,165.0,148.0,149.0,True,True,True,5.52580206
1052,6078,3k,shake,18.0,2.890371758,6.846591697000001,5.26,1.69,2.104,45.0,45.0,38.0,True,True,True,5.5272958485000006
1188,3890,3k,leaf,11.0,2.397895273,7.383885707999999,4.6,2.37,1.84,30.0,30.0,24.0,True,True,True,5.5319428539999995
963,2105,3k,fair,24.0,3.17805383,6.53272929,5.67,1.91,2.2680000000000002,113.0,104.0,78.0,True,True,True,5.534364645
965,8334,3k,wife,24.0,3.17805383,6.53272929,5.67,3.2,2.2680000000000002,191.0,157.0,123.0,True,True,True,5.534364645
1004,532,3k,boom,22.0,3.091042453,6.627659085,5.56,2.43,2.224,8.0,28.0,15.0,True,True,True,5.537829542500001
1342,759,3k,bug,6.0,1.791759469,8.045182537,3.79,1.72,1.516,107.0,26.0,9.0,True,True,True,5.5385912685
1077,2585,3k,fur,17.0,2.833213344,6.908951778,5.22,2.05,2.088,60.0,55.0,53.0,True,True,True,5.542475889
1281,5941,3k,scream,8.0,2.079441542,7.73132013,4.2,1.58,1.68,11.0,20.0,16.0,True,True,True,5.545660065
1285,4867,3k,peach,8.0,2.079441542,7.73132013,4.21,1.27,1.6840000000000002,7.0,15.0,8.0,True,True,True,5.549660065
1071,2647,3k,gate,18.0,2.890371758,6.846591697000001,5.32,2.29,2.128,77.0,67.0,61.0,True,True,True,5.551295848500001
1215,1722,3k,die,10.0,2.3025850930000002,7.487869534,4.53,1.78,1.8119999999999998,44.0,93.0,62.0,True,True,True,5.555934767
999,2264,3k,fit,24.0,3.17805383,6.53272929,5.74,1.66,2.296,82.0,64.0,59.0,True,True,True,5.562364645
1030,1703,3k,desk,21.0,3.044522438,6.678412627,5.56,2.2,2.224,140.0,126.0,89.0,True,True,True,5.5632063135
985,1160,3k,clear,25.0,3.218875825,6.488192314,5.8,1.79,2.32,15.0,95.0,132.0,True,True,True,5.564096157
1040,676,3k,bridge,21.0,3.044522438,6.678412627,5.58,2.34,2.2319999999999998,31.0,52.0,44.0,True,True,True,5.571206313499999
836,3508,3k,jam,43.0,3.7612001160000004,5.8965141270000005,6.56,4.0,2.6239999999999997,23.0,20.0,11.0,True,True,True,5.5722570635
1422,2460,3k,fork,5.0,1.609437912,8.244096157000001,3.63,1.86,1.452,13.0,13.0,10.0,True,True,True,5.574048078500001
1226,3724,3k,kite,10.0,2.3025850930000002,7.487869534,4.58,1.64,1.8319999999999999,127.0,32.0,25.0,True,True,True,5.575934767
772,3492,3k,jack,57.0,4.043051268,5.58901328,6.95705,2.91,2.78282,244.0,165.0,92.0,True,True,True,5.57732664
1367,1428,3k,crawl,6.0,1.791759469,8.045182537,3.89,1.23,1.556,17.0,12.0,16.0,True,True,True,5.5785912685
1088,3576,3k,job,18.0,2.890371758,6.846591697000001,5.39,2.06,2.156,348.0,280.0,168.0,True,True,True,5.579295848500001
947,2197,3k,few,28.0,3.33220451,6.36455022,5.99792,1.6,2.399168,269.0,406.0,550.0,True,True,True,5.58144311
1023,1503,3k,crow,23.0,3.135494216,6.579162017000001,5.74,3.28,2.296,30.0,29.0,18.0,True,True,True,5.5855810085
1191,545,lcnl,boots,12.0,2.48490665,7.288955913,4.86,2.71,1.944,50.0,48.0,43.0,True,True,True,5.5884779565
1268,6301,3k,sink,9.0,2.197224577,7.60281832,4.47,2.04,1.788,29.0,32.0,28.0,True,True,True,5.58940916
1141,5245,3k,prince,16.0,2.772588722,6.975093507,5.26,2.31,2.104,94.0,71.0,70.0,True,True,True,5.5915467535
1272,7913,3k,twelve,9.0,2.197224577,7.60281832,4.4846260000000004,1.1,1.7938504000000002,24.0,41.0,57.0,True,True,True,5.595259560000001
1194,1761,3k,dish,12.0,2.48490665,7.288955913,4.89,2.42,1.956,41.0,31.0,10.0,True,True,True,5.6004779565
1182,3123,3k,harm,13.0,2.5649493569999997,7.201628967,5.0,1.41,2.0,17.0,28.0,30.0,True,True,True,5.600814483500001
1179,2271,3k,fix,13.0,2.5649493569999997,7.201628967,5.0,1.88,2.0,151.0,76.0,41.0,True,True,True,5.600814483500001
1276,8571,lcnl,yours,9.0,2.197224577,7.60281832,4.50594,2.12,1.8023759999999998,48.0,60.0,48.0,True,True,True,5.603785159999999
1237,7149,unl,striped,10.0,2.3025850930000002,7.487869534,4.65,2.03,1.86,9.0,8.0,6.0,True,True,True,5.603934767
720,5416,3k,quite,77.0,4.343805422,5.260889175,7.436615,2.54,2.974646,35.0,138.0,186.0,True,True,True,5.605090587499999
799,7626,3k,till,52.0,3.951243719,5.689175721,6.903764999999999,1.85,2.7615060000000002,40.0,68.0,69.0,True,True,True,5.6060938605
959,6686,3k,south,28.0,3.33220451,6.36455022,6.06,2.15,2.424,44.0,78.0,120.0,True,True,True,5.60627511
832,4345,3k,mike,47.0,3.850147602,5.7994720289999995,6.775881,2.99,2.7103523999999997,445.0,175.0,64.0,True,True,True,5.6100884145
1239,7413,3k,teach,10.0,2.3025850930000002,7.487869534,4.67,1.64,1.868,46.0,52.0,46.0,True,True,True,5.611934767
1435,820,3k,butt,5.0,1.609437912,8.244096157000001,3.73,1.86,1.492,0.0,3.0,3.0,True,True,True,5.614048078500001
1153,1153,3k,clay,16.0,2.772588722,6.975093507,5.32,2.06,2.128,59.0,60.0,42.0,True,True,True,5.6155467535
1069,1693,3k,den,21.0,3.044522438,6.678412627,5.7,1.66,2.28,21.0,12.0,9.0,True,True,True,5.619206313499999
1173,5148,3k,pool,14.0,2.63905733,7.120776844,5.15,2.3,2.06,80.0,59.0,48.0,True,True,True,5.6203884219999996
1121,6504,3k,smart,18.0,2.890371758,6.846591697000001,5.5,1.86,2.2,114.0,57.0,41.0,True,True,True,5.623295848500001
1044,921,3k,cause,23.0,3.135494216,6.579162017000001,5.84,3.1,2.336,2.0,21.0,42.0,True,True,True,5.6255810085
1311,8251,3k,wheel,8.0,2.079441542,7.73132013,4.4,2.09,1.76,37.0,67.0,80.0,True,True,True,5.625660065
1050,2735,3k,glad,22.0,3.091042453,6.627659085,5.79,2.18,2.316,196.0,151.0,124.0,True,True,True,5.6298295425
1312,3745,3k,knee,8.0,2.079441542,7.73132013,4.42,2.52,1.768,14.0,23.0,24.0,True,True,True,5.633660065
1122,2828,lcnl,goo,18.0,2.890371758,6.846591697000001,5.53,2.37,2.2119999999999997,#N/A,#N/A,#N/A,True,True,True,5.6352958485
1177,7979,3k,van,14.0,2.63905733,7.120776844,5.198645,2.76,2.0794580000000003,98.0,20.0,10.0,True,True,True,5.639846422
1265,4294,3k,meal,10.0,2.3025850930000002,7.487869534,4.74,1.56,1.896,20.0,41.0,49.0,True,True,True,5.639934767
1267,7611,3k,tie,10.0,2.3025850930000002,7.487869534,4.74,1.82,1.896,53.0,36.0,31.0,True,True,True,5.639934767
1350,8163,3k,wave,7.0,1.9459101490000001,7.877003467000001,4.26,1.59,1.704,16.0,27.0,35.0,True,True,True,5.6425017335000005
1207,7350,3k,tag,12.0,2.48490665,7.288955913,5.0,1.81,2.0,45.0,18.0,6.0,True,True,True,5.644477956499999
1116,8104,3k,wake,19.0,2.9444389789999996,6.78760412,5.63,3.93,2.252,56.0,62.0,50.0,True,True,True,5.645802059999999
911,2061,3k,else,36.0,3.583518938,6.090365072999999,6.5307699999999995,1.77,2.612308,175.0,262.0,287.0,True,True,True,5.657490536499999
