word,freq_lcnl
frame,2
francisco,2
freedom,2
freighter,2
frequently,2
friendliest,2
frighten,2
frills,2
froze,2
frumpaty,2
fudge,2
fungus,2
funniest,2
furnace,2
fussed,2
fussy,2
future,2
g'bye,2
gabby,2
gack,2
gap,2
garters,2
gaze,2
gentleman,2
gifts,2
giggle,2
gleamed,2
gliding,2
gloomily,2
gloomy,2
glow,2
glue,2
glued,2
gluey,2
glum,2
glupp,2
gluppity,2
gnashed,2
godzilla,2
goggles,2
golf,2
goodies,2
gooseberry,2
gopher,2
gorse,2
gotham,2
grabbing,2
gracious,2
grader,2
graders,2
granddaughter,2
grandfather's,2
grasped,2
grateful,2
gravely,2
grease,2
greasy,2
greater,2
greet,2
greetings,2
grim,2
grimes,2
groan,2
groans,2
gross,2
grounds,2
grover,2
growed,2
growled,2
growling,2
growly,2
guarded,2
guarding,2
guessed,2
gums,2
guns,2
gus,2
gust,2
gusts,2
ha'penny,2
hadrosaur,2
haircut,2
hairs,2
halfway,2
hallo,2
halloween,2
hamburger,2
hame,2
hangin,2
happier,2
happiest,2
hardest,2
hart,2
hates,2
hath,2
hawk,2
headache,2
headquarters,2
heaping,2
hears,2
heartless,2
hearty,2
heather,2
hee,2
hei,2
helen,2
helpful,2
helps,2
hesitated,2
hick,2
hickory,2
hijk,2
hike,2
hip,2
hips,2
hitchhiker,2
hmmm,2
hmmmmm,2
hockey,2
hoe,2
hoeing,2
holds,2
holiday,2
holler,2
hollered,2
hollering,2
hollows,2
homeless,2
homemade,2
homer,2
honest,2
honking,2
hoop,2
hoops,2
hopeless,2
hopes,2
horner,2
horton's,2
host,2
hound,2
hovering,2
huddled,2
huffing,2
huggy,2
hullo,2
humor,2
humpfed,2
hunch,2
hurled,2
hurting,2
hustle,2
hustling,2
imagined,2
impolite,2
included,2
indignantly,2
ingredient,2
injured,2
inquiring,2
inspired,2
instance,2
instruments,2
intend,2
interest,2
interested,2
interesting,2
intery,2
islands,2
isnt,2
it'll,2
itch,2
itchy,2
ivy,2
jack's,2
jackets,2
jade,2
jamboree,2
jasmine,2
jealousy,2
jennifer,2
jiggety,2
jiggle,2
jim's,2
jimmy,2
jog,2
johnny's,2
joyfully,2
jumper,2
junk,2
justice,2
keen,2
ken,2
kettles,2
kicked,2
kiddies,2
kilkenny,2
klabble,2
knight,2
knights,2
knobbly,2
knocks,2
kooky,2
l'm,2
laddie,2
lala,2
larder,2
lauk,2
laundromat,2
laurie,2
lawns,2
laws,2
lazybones,2
lckle,2
leafy,2
leftovers,2
lentil,2
lerkim,2
lettuce,2
liar,2
lightbulb,2
lighted,2
lighter,2
lightly,2
lilac,2
limb,2
limp,2
linen,2
ling,2
linked,2
lion's,2
lippity,2
listens,2
lively,2
lizard,2
loafers,2
local,2
locket,2
locomotion,2
lonesome,2
longing,2
loot,2
loudest,2
louise,2
loveliest,2
lowers,2
loyalty,2
luggage,2
luke's,2
lumber,2
lumps,2
lunches,2
lurched,2
ma's,2
maaa,2
mae,2
magnificent,2
maid's,2
majesty,2
male,2
mallards,2
mamas,2
manage,2
mangy,2
maniacbug,2
mannered,2
mantis,2
marbles,2
marcia,2
marie,2
marked,2
marries,2
marrow,2
marshall's,2
marshmallow,2
marveled,2
mary's,2
mask,2
masts,2
match,2
matches,2
maurice,2
mayonnaise,2
mcgillicuddy,2
mcgregor's,2
meadows,2
meaner,2
meaning,2
measure,2
measuring,2
meatball,2
meets,2
megaphone,2
mellon,2
melons,2
men's,2
mention,2
menu,2
merchants,2
mercy,2
metal,2
milford,2
milk's,2
milkman,2
mill,2
minds,2
minnie,2
minnow,2
mintery,2
mire,2
mist,2
moan,2
model,2
models,2
modern,2
modestly,2
moisty,2
moment's,2
monstrous,2
moo'd,2
mope,2
moral,2
morris's,2
morrow,2
mortal,2
motion_,2
motto,2
mourner,2
movers,2
ms,2
muffler,2
multiplication,2
mummy's,2
mumps,2
muscles,2
museum,2
mush,2
musical,2
mustn'ts,2
necessary,2
neighbor's,2
nibblin,2
nickel,2
niece,2
niggledy,2
night's,2
nightgowns,2
nikolai's,2
nimble,2
nod,2
nool,2
nous,2
nozzle,2
oatsdale,2
obey,2
occurred,2
oceans,2
octopus,2
odd,2
oiled,2
omelet,2
onion,2
oo,2
ooh,2
oooh,2
ooooo,2
ooooooo,2
ooooooooo,2
ooooooooooooooooooo,2
opportunities,2
opposite,2
organizing,2
orphan,2
otis,2
ours,2
outer,2
outfit,2
outline,2
overall,2
overalls,2
overhead,2
overnight,2
ox,2
pad,2
pads,2
pahs,2
paintings,2
pajan,2
pale,2
pandy,2
pantry,2
pap,2
paperweight,2
parcheesi,2
parked,2
parson,2
particularly,2
partly,2
passage,2
patchy,2
pathetic,2
paths,2
patience,2
patterns,2
paul's,2
pawing,2
paying,2
pays,2
peaceable,2
peaceful,2
peacefully,2
pedal,2
pedals,2
pedlar,2
pee,2
peeks,2
peeled,2
peeped,2
peeping,2
pendleton,2
penguins,2
performance,2
period,2
perked,2
perky,2
petticoats,2
pickup,2
pillowcases,2
pinch,2
pinker,2
pint,2
piped,2
pipelayer,2
piper's,2
piping,2
pish,2
pit,2
plains,2
plank,2
planning,2
platform,2
player,2
plays,2
pleaded,2
pliers,2
plug,2
plugged,2
poems,2
poisonous,2
polished,2
ponies,2
poo,2
poo'd,2
poof,2
pooh's,2
popcorn,2
pork,2
possess,2
possible,2
postman,2
potato,2
pound,2
pounding,2
pour,2
poverty,2
powdered,2
power,2
powered,2
pranced,2
prancing,2
praying,2
preparing,2
pressing,2
print,2
prints,2
prison,2
privacy,2
prob'ly,2
promenade,2
promises,2
proved,2
prune,2
prunella,2
psalm,2
psst,2
publisher,2
puffs,2
pump,2
pumpkins,2
punched,2
pupil,2
pupils,2
puppet,2
purr,2
pussy's,2
puzzle,2
quacking,2
quicksand,2
racer,2
racers,2
rack,2
radishes,2
railway,2
raindrops,2
rap,2
rare,2
rash,2
rathburn,2
rattling,2
ray,2
rays,2
realizes,2
reasons,2
reassures,2
received,2
records,2
referring,2
refreshed,2
refrigerators,2
refused,2
reginald,2
regular,2
reigate,2
relief,2
remain,2
repaired,2
reply,2
report,2
reporter,2
reporters,2
rescued,2
responsible,2
revolving,2
rex,2
rhinoceroses,2
rhinos,2
ridden,2
rider,2
rinsed,2
ripe,2
ripping,2
ripple,2
rises,2
risked,2
riverbank,2
riverboat,2
roadbed,2
roadwork,2
rob's,2
robbers,2
robbery,2
robbin,2
roo,2
rooff,2
rooftops,2
rook,2
roosters,2
ropes,2
rosy,2
route,2
rowboat,2
rowed,2
rubs,2
rudely,2
rudeness,2
rugs,2
ruined,2
rumbled,2
rump,2
runaway,2
runny,2
sabine,2
sacks,2
sala,2
salomone,2
san,2
sands,2
sardines,2
sasha,2
satisfaction,2
saturdays,2
sauce,2
saylor,2
scampered,2
scarecrow,2
scat,2
scent,2
scholar,2
science,2
scientific,2
scissors,2
scoot,2
scooter,2
scotch,2
scraped,2
scratches,2
screeched,2
screwed,2
scrubbed,2
scruffy,2
scurry,2
se,2
seagull,2
seagulls,2
seal,2
seas,2
seldom,2
selectmen,2
self,2
selfsame,2
sending,2
servant,2
serves,2
sewing,2
sewn,2
shabby,2
shaftoe's,2
shaker,2
shakin,2
shearing,2
shelter,2
shes,2
shhh,2
shined,2
shirker,2
shirley,2
shivered,2
shivering,2
shmellafint,2
shock,2
shopper,2
shoppers,2
shortcut,2
shortly,2
shove,2
shoved,2
shoving,2
showers,2
shroud,2
shrugged,2
shuffling,2
sidewalks,2
sideways,2
siege,2
signalmen,2
signs,2
sill,2
siller,2
silvery,2
sinking,2
sip,2
sipped,2
sippy,2
site,2
sixth,2
sizes,2
skated,2
skit,2
skoodle,2
slap,2
slaves,2
sleek,2
sleepily,2
sleeve,2
slender,2
slenderer,2
slick,2
slides,2
slim,2
slinger's,2
slipping,2
slither,2
sliver,2
slomp,2
sloosh,2
slope,2
slump,2
sly,2
smack,2
smacking,2
smallest,2
smartest,2
smelly,2
smokey,2
smoothly,2
snails,2
snap,2
snappers,2
snaps,2
snarling,2
snowing,2
snuff,2
snuggled,2
snugly,2
snuvs,2
soaking,2
soapbox,2
soar,2
sock,2
soda,2
soggy,2
somebody's,2
something's,2
sond,2
songs,2
soothe,2
soundly,2
sow,2
sowing,2
spa,2
spaceship,2
spade,2
spark,2
sparkle,2
sparkles,2
speckled,2
speeds,2
spelling,2
spelt,2
spiders,2
spiderwebs,2
spied,2
spinach,2
spirits,2
spitballs,2
spite,2
spoiling,2
spoken,2
sponge,2
spoonful,2
spooning,2
sprained,2
sprat,2
spray,2
sprouted,2
sprouts,2
spying,2
squash,2
squeaking,2
squealed,2
squid,2
squirt,2
stag,2
staler,2
stammered,2
stare,2
starla's,2
starving,2
states,2
steadily,2
stealing,2
stepping,2
sternly,2
sticker,2
sting,2
stolen,2
stomachache,2
stomps,2
stony,2
stool,2
stored,2
storing,2
story's,2
stray,2
stretch,2
strife,2
stripy,2
stroked,2
stroll,2
strolled,2
strolling,2
struggled,2
strut,2
stubborn,2
stubby,2
stumpaty,2
subject,2
subjects,2
succeed,2
suited,2
sulky,2
summer's,2
sun's,2
sunburn,2
sung,2
sunk,2
sunroof,2
supplies,2
support,2
supreme,2
surface,2
surfboard,2
survived,2
suspicious,2
swans,2
swapped,2
swaying,2
sweeper,2
swift,2
swimmer,2
swinging,2
swirl,2
swirling,2
swishing,2
switched,2
swomee,2
swooping,2
swore,2
sylvia,2
t.v,2
ta,2
tailor,2
talkin,2
tame,2
tang,2
tangle,2
tangled,2
tapped,2
tar,2
tattletale,2
taxis,2
teaching,2
teased,2
ted,2
teeny,2
telephoned,2
tenement,2
terriblest,2
tested,2
thanksgiving,2
thats,2
theater,2
therapist,2
therefore,2
thigh,2
thimble,2
this'll,2
thorn,2
thrilled,2
thrown,2
throws,2
thumpaty,2
thumps,2
thundered,2
thunk,2
ticket,2
tickling,2
timber,2
ting,2
tinkle,2
tipped,2
tisha,2
tittlemouse,2
tobago,2
tocks,2
tokyo,2
tongs,2
tons,2
toothed,2
toowhoo,2
torch,2
toss,2
tougher,2
towed,2
towering,2
towing,2
townspeople,2
trace,2
tractors,2
trailers,2
trailing,2
train's,2
trained,2
training,2
tramping,2
transporter,2
trap,2
trembled,2
trembling,2
tries,2
trolley,2
trotting,2
trout,2
trudged,2
trumpet,2
trumpeting,2
tryin,2
tucker,2
tucks,2
tuft,2
tufts,2
tugs,2
tumbling,2
tummies,2
turnin,2
turnips,2
tusks,2
tuttle,2
twiddle,2
twin,2
twirl,2
twirls,2
twisting,2
twists,2
twitch,2
types,2
unattractive,2
uncertain,2
uncoupled,2
undone,2
undust,2
unfortunately,2
uniform,2
uniforms,2
uninvited,2
unique,2
united,2
universe,2
unlucky,2
unpleasant,2
unscrewed,2
upper,2
uptown,2
useless,2
utterly,2
vale,2
vanished,2
vase,2
velvet,2
vexation,2
vexed,2
victor,2
victory,2
victuals,2
vincent,2
vine,2
violet,2
violets,2
violin,2
vipper,2
virginia,2
virus,2
visitor,2
vlad,2
voted,2
votes,2
vowed,2
wagged,2
waggled,2
waggy,2
wail,2
wails,2
waiters,2
wakeful,2
waking,2
wandering,2
warmer,2
warming,2
warmly,2
watered,2
watts,2
wealth,2
weave,2
weddings,2
wedged,2
weeping,2
weighs,2
weight,2
weird,2
western,2
whaaaat,2
whales,2
what'd,2
whats,2
whew,2
whey,2
whimpers,2
whip,2
whirling,2
whistles,2
wiggled,2
willing,2
wilmington,2
winkie,2
winner,2
wintertime,2
wintry,2
wiping,2
withered,2
woe,2
wonderfully,2
wooooo,2
workmen,2
wouldnt,2
wrap,2
wrapping,2
wraps,2
wrecked,2
wrecking,2
wrenched,2
wrens,2
wrestled,2
wrist,2
writer,2
writes,2
y'know,2
ya,2
yapping,2
yea,2
yells,2
yelp,2
yelped,2
yelping,2
yeow,2
yink,2
yon,2
yonder,2
youre,2
yourselves,2
yucky,2
zachary,2
zang,2
zipped,2
zugg,2
_keep,1
_that_,1
0,1
10.2,1
105,1
109,1
10th,1
123,1
12th,1
13,1
135,1
170,1
1988,1
1st,1
"2,3",1
200,1
22,1
24,1
25,1
36,1
38,1
39,1
"4,000",1
53,1
58,1
800,1
87,1
8th,1
"9,8,7",1
98,1
99,1
aaaa,1
aaah,1
aaeee,1
abandon,1
abc,1
abcde,1
abcs,1
abdul,1
abouth,1
abracadabra,1
abracadin,1
absolute,1
abuses,1
accelerated,1
accelerating,1
accepted,1
accepting,1
accordions,1
account,1
ache,1
achieve,1
ack,1
acquaintance,1
acrobats,1
acting,1
actor,1
add,1
addressed,1
adds,1
adieu,1
admired,1
admiring,1
admittance,1
adults,1
advance,1
advertising,1
advise,1
advised,1
affair,1
affairs,1
affectionately,1
afghan,1
afghanistan,1
afloat,1
afternoon's,1
afternoons,1
age,1
aghast,1
agreeable,1
ahh,1
ahoy,1
aim,1
aimed,1
aimlessly,1
airmail,1
airports,1
al.most,1
al.ways,1
alabama,1
alabone,1
alack,1
alaska,1
albie's,1
alehouse,1
alexander's,1
alfalfa,1
ali,1
alia,1
alien,1
allegiance,1
allen,1
allergies,1
allergists,1
alleys,1
almanac,1
almonds,1
alphabetical,1
amaze,1
amazon,1
america's,1
amiable,1
amid,1
amnythyst,1
amongst,1
amos's,1
amounts,1
ampersand,1
amphibian,1
amphibians,1
anchor,1
andcheck,1
ande,1
andover,1
ands,1
anesthesiologist,1
angels,1
angriest,1
animal's,1
ankle's,1
ankylosaur,1
ann's,1
annie's,1
announce,1
announcements,1
announcer,1
announces,1
antennae,1
antlers,1
anybody's,1
apartments,1
apologized,1
apparently,1
appearance,1
appearing,1
appetite,1
appoint,1
appointment,1
appreciate,1
approval,1
apt,1
archduke's,1
arena,1
argentina,1
argued,1
arigato,1
aristocrats,1
arithmetic,1
arlene,1
arose,1
arrange,1
arrangement,1
arrested,1
arrgh,1
arrivals,1
arrives,1
artificial,1
artist,1
artistic,1
ashalt,1
ashamed,1
assorted,1
assure,1
astonished,1
astonishment,1
astounded,1
astounding,1
astride,1
atmospheric,1
atop,1
attached,1
attack,1
attend,1
attendants,1
attentionthat,1
attitude,1
audrey,1
auntie,1
authority,1
automobile,1
autumn,1
averill,1
avoiding,1
aw,1
await,1
awaited,1
awakens,1
aware,1
awed,1
awkward,1
awl,1
awning,1
awwwk,1
ax,1
ay,1
azure,1
b's,1
baaaa,1
babble,1
babbling,1
babby,1
babe,1
baboons,1
babyish,1
babysitters,1
babysitting,1
bachelor,1
backhoe,1
backpackcheck,1
backrest,1
backseat,1
backwoodsman,1
badlands,1
bah,1
bait,1
bakin,1
balancing,1
bald,1
ballerina,1
ballet,1
balloon's,1
baloney,1
bamboo,1
bangerville,1
banjos,1
banks,1
banyan,1
bappity,1
barbara's,1
barbed,1
barbershop,1
barge,1
barker's,1
barnaby,1
barnes,1
barney,1
barns,1
barooom,1
baroque,1
barosaur,1
barrel,1
barrels,1
barren,1
basement,1
bashed,1
bask,1
bates,1
bathrobe,1
bathtime,1
battered,1
battery,1
battles,1
bavaria,1
bawled,1
bay's,1
bayou,1
bays,1
bazookas,1
bbc,1
beaches,1
beacons,1
beads,1
beady,1
beaks,1
beamed,1
beams,1
beanstalk,1
bearded,1
bearmine,1
beas,1
beaten,1
beats,1
beavers,1
beckon,1
becky,1
bedbugs,1
bee's,1
beech,1
beefy,1
beeper,1
beeping,1
beeps,1
beers,1
beet,1
beets,1
beggar,1
begging,1
beginners,1
begrudging,1
beguiling,1
behaving,1
belch,1
belching,1
believed,1
bellar,1
bellies,1
belongs,1
belted,1
bench,1
benches,1
bennett's,1
bergdorf's,1
berryband,1
berryland,1
berserk,1
berths,1
bess,1
betting,1
betty's,1
betwixt,1
bewitched,1
bib,1
biddies,1
bidding,1
bids,1
bigshot,1
bimm,1
binding,1
bindings,1
binoculars,1
bins,1
biplane,1
bipping,1
birdie,1
birth,1
birthdays,1
bitter,1
bittersweet,1
bitty,1
bixby,1
bizarre,1
blab,1
blackbird,1
blackest,1
blacksmith,1
blaggle,1
blamed,1
blank,1
blares,1
blasted,1
blazin,1
bleach,1
bleak,1
bleating,1
bleed,1
bleeded,1
blended,1
blessed,1
blessings,1
blest,1
blibber,1
blinking,1
blinks,1
bliss,1
blithe,1
blitzen,1
blizzard,1
blocking,1
blondish,1
bloodiness,1
bloogs,1
bloom,1
bloomp,1
blotches,1
blouse,1
blower,1
blubber,1
blubbers,1
blubbery,1
blueish,1
blurring,1
blurted,1
blustery,1
bluub,1
bluuuue,1
bluuuuuuub,1
bly,1
boar's,1
boarded,1
boards,1
boasting,1
bobby's,1
bobo,1
bodyguard,1
bofa,1
bog,1
boldero,1
bolin,1
bomb,1
bombers,1
bombs,1
boneless,1
bonner,1
bonnet,1
boogied,1
boohoo,1
book's,1
bookish,1
bookstore,1
boomberry,1
boomed,1
booms,1
boon,1
bop,1
bopperville,1
border,1
borrowed,1
boss,1
bossy,1
bothered,1
bottle's,1
bottled,1
botto,1
boulder,1
boulders,1
bouncy,1
bound,1
bounded,1
bowing,1
boxcar,1
boxcars,1
boysenberry,1
br,1
braid,1
braids,1
brainy,1
brambles,1
brassberry,1
braved,1
bravo,1
brayed,1
brazil,1
breast,1
breathe,1
breathes,1
breeches,1
brewed,1
brickbats,1
brickle,1
bridal,1
bridle,1
brier,1
brightened,1
brightens,1
brilliant,1
brilliantly,1
brillo,1
bristles,1
bristling,1
bristol,1
brittle,1
brontosauri,1
brooms,1
brotherhood,1
bruins,1
brunch,1
brussel,1
bubbled,1
bubbling,1
bucketful,1
buckingham,1
buckled,1
bucks,1
bud,1
budded,1
buddy,1
buds,1
buffalo,1
buffers,1
bugged,1
buggies,1
bugging,1
builds,1
bulging,1
bulky,1
bulldog,1
bullfinch,1
bullring,1
bum,1
bumbling,1
bumpers,1
bumping,1
bumpity,1
bunks,1
bunyan,1
bur,1
burial,1
burns,1
burped,1
burrow,1
burrowing,1
burrows,1
bury,1
busboy,1
busboys,1
bushel,1
bushels,1
busily,1
businesses,1
busted,1
buster's,1
butpresto,1
buttercream,1
buttered,1
butterfy,1
butterscotch,1
button's,1
buxbaum,1
buyer,1
buys,1
buzzer,1
c'est,1
cabbage,1
cadet's,1
cadets,1
caesar's,1
café,1
caged,1
caked,1
cakefree,1
callin,1
calmed,1
calmity,1
calves,1
cam,1
camped,1
canada,1
candied,1
candle's,1
candles,1
candlestick,1
cannibals,1
cannons,1
canoe,1
canoeberry,1
canteen,1
capable,1
capital,1
captivated,1
captive,1
caramel,1
careers,1
cargo,1
caribbean,1
caried,1
caring,1
carnation,1
carol,1
carp,1
carpet,1
carpets,1
carriages,1
carryings,1
carsick,1
cartoons,1
cartwheel,1
carved,1
casts,1
catalog,1
catering,1
catherine's,1
cauldron,1
caused,1
caution,1
cautioned,1
cautiously,1
cavin,1
caving,1
cavity,1
cavort,1
cease,1
ceasing,1
celebrating,1
cellophane,1
cent,1
centers,1
ceremony,1
chalks,1
challah,1
chamber,1
chamomile,1
champ,1
championing,1
championship,1
chanced,1
chandeliers,1
changin,1
channel,1
channels,1
chanting,1
chap,1
chapel,1
character,1
charades,1
chart,1
chases,1
chat,1
chats,1
chattered,1
chattering,1
chatting,1
chauffeur,1
cheat,1
checkerboard,1
checkout,1
checks,1
cheeked,1
cheerful,1
cheerfully,1
cheeries,1
cheerily,1
cheeseburger,1
cheeseburgers,1
cheesy,1
chef,1
chemical,1
cherished,1
chests,1
chewy,1
chicago,1
chickie,1
chief's,1
chilled,1
chilly,1
chimneys,1
chimps,1
chinese,1
chinny,1
chipped,1
chiroptera,1
chirping,1
chitter,1
choke,1
choked,1
choking,1
chooooooo,1
chooses,1
choosing,1
chop,1
chore,1
chuckled,1
chuggsa,1
chugs,1
chum,1
chunks,1
chunky,1
churches,1
cider,1
cinders,1
civil,1
civilian,1
clackberry,1
claimed,1
claims,1
claire,1
clams,1
clanged,1
clanking,1
clapping,1
claps,1
clara,1
clarinets,1
clasped,1
classified,1
clattered,1
clatterin,1
clatters,1
claudette,1
claus's,1
clawed,1
cleaner,1
clergyman,1
cleverly,1
climate,1
climates,1
cling,1
clipped,1
clippy's,1
clomped,1
clomping,1
closely,1
closest,1
closets,1
cloth,1
clothe,1
clothed,1
clothing,1
cloudberry,1
clovers,1
clown's,1
clubhouse,1
clubs,1
clucking,1
clumps,1
clumsy,1
clutters,1
clyde,1
coals,1
coast,1
coastal,1
coaster,1
coasting,1
coaxed,1
coaxing,1
cobbler's,1
cobwebs,1
cock's,1
cockatoos,1
cockle,1
cocks,1
cod,1
cohn,1
coil,1
coldest,1
collapsed,1
collapsing,1
colts,1
columbus,1
colvin,1
combing,1
combs,1
comedians,1
comet,1
comfits,1
comforter,1
comic,1
commanded,1
commencerons,1
commençerons,1
comment,1
committed,1
common,1
compare,1
compared,1
compartment,1
complain,1
complained,1
complete,1
compliment,1
composed,1
compote,1
concern,1
concertina's,1
concrete,1
condensed,1
conductor's,1
conductors,1
cones,1
confetti,1
confusing,1
congratulate,1
congratulated,1
consent,1
conservatory,1
consider,1
considering,1
consisted,1
constantly,1
contagious,1
contains,1
content,1
continues,1
contract,1
contrive,1
convenient,1
convinced,1
coo'd,1
cook's,1
cooled,1
cooley,1
coombs,1
coop,1
coordinate,1
coos,1
cooties,1
copies,1
cops,1
copy,1
cord,1
corduroy's,1
corks,1
correct,1
corset,1
costs,1
cottonwood,1
coughing,1
coughs,1
counter,1
counts,1
county,1
coupling,1
couplings,1
coupon,1
courtesy,1
courthouse,1
courting,1
courtly,1
courts,1
cousine,1
covent,1
covering,1
cow's,1
cowardly,1
cowgirl,1
crabs,1
crack'd,1
crackabone,1
crackle,1
cracks,1
craft,1
crafty,1
cranberry,1
crank,1
cranky,1
crashes,1
crass,1
crawly,1
crayfish,1
crayonscheck,1
craze,1
creaking,1
creaky,1
creamy,1
created,1
creating,1
creations,1
creatively,1
creativity,1
creatures,1
credit,1
creeeak,1
creek,1
creeps,1
crew,1
crib,1
crime,1
crinkly,1
crippled,1
crispy,1
croaked,1
crocodiles,1
crook,1
crookedly,1
crooned,1
crosses,1
crosstown,1
crrrunch,1
cruddy,1
crude,1
cruffulous,1
crullers,1
crumb,1
crunched,1
crushed,1
crusher's,1
crushes,1
crushing,1
crusty,1
cryin,1
cubby,1
cuckoo,1
cuckoo'd,1
cucumbers,1
cuddly,1
cunning,1
cupboards,1
cupcakes,1
cupid,1
cupped,1
curb,1
curdled,1
curds,1
cured,1
curiously,1
cursed,1
curve,1
curved,1
curvy,1
cutery,1
cutlet,1
cutter,1
cycle,1
cymbals,1
d'ye,1
dabbed,1
daché,1
dad's,1
daddie's,1
daffing,1
daffy,1
dah,1
daily,1
daintiest,1
dairy,1
dake,1
dakota,1
damage,1
dan,1
dancin,1
dander,1
danton,1
dares,1
darked,1
darkening,1
darker,1
darkest,1
darlington,1
darting,1
dates,1
daughters,1
davey,1
david's,1
daw,1
daylight,1
daytime,1
dazed,1
deaf,1
deafblindness,1
deafening,1
dean,1
dearie,1
dearly,1
deary,1
debutantes,1
deceit,1
deception,1
decides,1
deciding,1
decks,1
declares,1
decorations,1
dedicate,1
deed,1
deeply,1
deft,1
dejuner,1
delicacies,1
delirious,1
delish,1
deliver,1
delivering,1
dellar,1
delve,1
demonstrated,1
denise,1
dentist's,1
denying,1
depart,1
depend,1
dependable,1
depressing,1
descended,1
describe,1
described,1
deserve,1
deserved,1
deserves,1
deserving,1
design,1
desist,1
desks,1
despair,1
despaired,1
desperate,1
despite,1
destination,1
destined,1
detail,1
detest,1
develop,1
develops,1
devil's,1
deviled,1
devilish,1
devoured,1
devouring,1
dewdrops,1
dexterous,1
diabetes,1
diabolical,1
dial,1
dials,1
dick,1
dickens,1
dickery,1
dicky,1
dictionary,1
differently,1
diggers,1
diggin,1
dignified,1
diller,1
dilly,1
dim,1
dims,1
dine,1
dines,1
dinkety,1
direct,1
directed,1
directions,1
dis,1
disabilities,1
disap,1
discontented,1
discov,1
discoverer,1
discuss,1
discussed,1
disguised,1
disgust,1
disgusting,1
dishy,1
disks,1
dislike,1
disobeyed,1
display,1
displeasing,1
distant,1
distressed,1
distribute,1
disturbed,1
dither,1
dived,1
diver's,1
divided,1
dividing,1
diving,1
division,1
divvy,1
dizziness,1
dob,1
dodging,1
doffed,1
doggie,1
doggies,1
doggy,1
dokey,1
dollars,1
dollhouse,1
dolly's,1
dolphins,1
domestic,1
domo,1
don'ts,1
donner,1
doody,1
dooooo,1
doorman,1
doorstep,1
doorstop,1
doorways,1
dorling,1
dorsal,1
dose,1
dost,1
dotty,1
doubtful,1
doughnot,1
dover,1
downpour,1
downward,1
downwards,1
dozer,1
draggy,1
drakes,1
drama,1
drats,1
drawer,1
drawings,1
draws,1
dread,1
dreaded,1
dreadfully,1
dreamily,1
dreamt,1
dreamy,1
drenched,1
drenching,1
dressmaker,1
dries,1
driftwood,1
drills,1
drinkin,1
drinks,1
dripping,1
drippings,1
driveway,1
drivin,1
drool,1
droop,1
droppings,1
drowsiness,1
drugstore,1
drybreak,1
drying,1
dub,1
duddled,1
due,1
duet,1
duller,1
dummy,1
dumping,1
dumps,1
dunce,1
dunes,1
dungeon,1
dunk,1
durn,1
durst,1
dusk,1
dustbath,1
duster,1
duties,1
dw,1
dwells,1
dwelt,1
dying,1
e.c,1
e'en,1
eagerly,1
eagles,1
eamily,1
eared,1
earmuffs,1
earnest,1
earphones,1
earthly,1
easiest,1
easing,1
eaters,1
echoing,1
echolocation,1
eclair,1
éclair,1
edges,1
edwin,1
eeee,1
eeeek,1
eeeooo,1
eerily,1
eeyore's,1
eggshell,1
eggshells,1
eiderdown,1
eiffelberg,1
elbow's,1
elderly,1
electrician's,1
elementary,1
elephantin,1
elevated,1
elk,1
ell,1
elliott,1
elongated,1
else's,1
elspeth,1
embraced,1
embraces,1
embroidered,1
emerald,1
emerge,1
emptied,1
encountered,1
encouraged,1
enemies,1
energetic,1
engineer's,1
engineering,1
england,1
enjoying,1
enrolled,1
enters,1
entertain,1
enthusiastically,1
entrance,1
entranced,1
envious,1
environmental,1
enzo,1
epilogue,1
equals,1
erased,1
erasers,1
erases,1
ere,1
ered,1
errands,1
escaping,1
espied,1
etticoat,1
europe,1
european,1
evenings,1
everly,1
evermore,1
examine,1
examined,1
exchange,1
exchanged,1
exclamations,1
exercising,1
exert,1
exhibit,1
exist,1
expensive,1
experienced,1
expertly,1
explains,1
explanation,1
exploration,1
explored,1
explorers,1
exploring,1
explosion,1
exposing,1
exposition,1
expressed,1
expression,1
eyeballs,1
eyebrow,1
eyelash,1
eyelid,1
eyelids,1
f.b.i,1
f.o.p,1
factory's,1
facts,1
faded,1
fades,1
fails,1
fainted,1
fairfax,1
fairies,1
fairys,1
fallin,1
fame,1
fancies,1
farmer's,1
farmhands,1
farmhouses,1
farmland,1
farthings,1
fascinating,1
fashioned,1
fate,1
fateful,1
fathers,1
fatter,1
favorites,1
favors,1
favourable,1
feasts,1
february's,1
fee,1
feff,1
feffer,1
ferns,1
ferociously,1
festival,1
fetlock,1
feverishly,1
fewer,1
fhe,1
fi,1
fictional,1
fictions,1
fiddlebrain,1
fiddler's,1
fiddles,1
fiddlesticks,1
fife,1
fiffer,1
fifteenth,1
figgering,1
figureheads,1
file,1
fills,1
filthy,1
fin,1
final,1
finale,1
finder,1
finders,1
finisher,1
finishes,1
finishing,1
fink,1
fins,1
firefighters,1
fireworks,1
firmly,1
fishbowl,1
fished,1
fisher,1
fist,1
fists,1
fitness,1
fitted,1
flags,1
flake,1
flakes,1
flame,1
flaming,1
flannel,1
flashes,1
flashlights,1
flatbed,1
flax,1
fleck,1
fleeting,1
flickered,1
flied,1
fliers,1
flights,1
floatin,1
floods,1
floorwalker,1
flora's,1
florence,1
florida,1
flounced,1
flow,1
flowed,1
flowerpot,1
flowerpots,1
flowing,1
