,source,word,freq_lcnl,aoa_mean,aoa_sd,tasa_1,tasa_2,tasa_3
1994,3k,dust,21.0,5.06,1.39,36.0,61.0,66.0
1995,lcnl,dusts,,,,,,
1996,lcnl,dutch,,,,0.0,4.0,14.0
1997,3k,dwarf,,7.65,2.81,12.0,6.0,8.0
1998,lcnl,dwarfed,,,,,,
1999,lcnl,dwarfs,,,,1.0,1.0,1.0
2000,unl,dwarves,,,,,,
2001,3k,dwell,6.0,10.78,3.61,1.0,0.0,0.0
2002,unl,dwelled,,,,,,
2003,lcnl,dwells,1.0,,,,,
2004,3k,dwelt,1.0,,,0.0,0.0,0.0
2005,unl,dwight,,,,0.0,0.0,1.0
2006,lcnl,dye,,7.56,2.41,2.0,2.0,3.0
2007,unl,dyed,,,,1.0,1.0,1.0
2008,unl,dyes,,,,0.0,1.0,0.0
2009,3k,dyke,,13.67,2.91,,,
2010,lcnl,dykes,,,,,,
2011,unl,dyne,,,,,,
2012,unl,e,21.0,,,10.0,10.0,5.0
2013,3k,each,95.0,4.953534000000001,1.53,566.0,741.0,955.0
2014,3k,ear,32.0,3.63,1.92,28.0,74.0,70.0
2015,3k,earl,,10.59,3.0,0.0,8.0,8.0
2016,lcnl,earls,,,,,,
2017,3k,earn,,7.57,2.56,9.0,15.0,26.0
2018,lcnl,earned,,,,2.0,12.0,7.0
2019,lcnl,earns,,,,0.0,0.0,0.0
2020,lcnl,ears,34.0,,,112.0,116.0,116.0
2021,3k,earth,11.0,5.37,1.26,200.0,281.0,348.0
2022,unl,earths,,,,,,
2023,3k,ease,,9.11,2.49,0.0,1.0,5.0
2024,unl,eased,,,,0.0,2.0,3.0
2025,3k,east,12.0,6.94,3.56,38.0,55.0,74.0
2026,3k,eat,150.0,2.78,1.48,1051.0,585.0,499.0
2027,lcnl,eats,9.0,,,56.0,33.0,32.0
2028,unl,eau,,14.71,3.4,,,
2029,3k,eave,,,,,,
2030,unl,eaves,,12.4,4.66,0.0,0.0,1.0
2031,3k,ebb,,11.12,3.69,0.0,0.0,0.0
2032,lcnl,ebbed,,,,,,
2033,lcnl,ebbs,,,,,,
2034,unl,ed,19.0,,,149.0,43.0,15.0
2035,3k,edge,12.0,6.17,2.31,20.0,103.0,122.0
2036,unl,edged,,,,0.0,2.0,4.0
2037,unl,eds,,,,,,
2038,unl,eek,10.0,,,,,
2039,3k,eel,,6.47,2.2,0.0,7.0,4.0
2040,lcnl,eels,,,,1.0,1.0,2.0
2041,unl,een,,,,,,
2042,unl,eft,,,,,,
2043,3k,egg,38.0,3.89,1.85,133.0,90.0,53.0
2044,unl,egged,,,,,,
2045,lcnl,eggs,43.0,,,123.0,153.0,142.0
2046,unl,eh,,,,1.0,7.0,9.0
2047,3k,eight,27.0,5.3585,1.72,60.0,73.0,85.0
2048,3k,eighth,2.0,6.051205000000001,1.27,2.0,6.0,10.0
2049,lcnl,eighths,,,,,,
2050,lcnl,eights,2.0,,,,,
2051,unl,eke,,13.5,4.31,,,
2052,unl,eked,,,,,,
2053,unl,el,,,,0.0,1.0,0.0
2054,lcnl,elf,4.0,4.32,2.4,,,
2055,3k,elk,1.0,7.05,4.68,8.0,9.0,6.0
2056,unl,elks,,,,,,
2057,lcnl,ell,1.0,12.5,5.93,,,
2058,unl,ells,,,,,,
2059,3k,elm,,9.06,4.35,1.0,1.0,3.0
2060,lcnl,elms,,,,0.0,0.0,1.0
2061,3k,else,36.0,6.53077,1.77,175.0,262.0,287.0
2062,lcnl,elves,6.0,,,0.0,5.0,2.0
2063,unl,em,13.0,,,0.0,1.0,0.0
2064,unl,en,,,,0.0,0.0,1.0
2065,3k,end,93.0,4.28,2.61,296.0,327.0,384.0
2066,lcnl,ends,11.0,,,8.0,17.0,36.0
2067,lcnl,er,2.0,,,8.0,4.0,2.0
2068,lcnl,ere,1.0,,,0.0,0.0,0.0
2069,lcnl,erg,,15.88,4.39,,,
2070,unl,ernst,,,,,,
2071,3k,err,,13.06,2.77,,,
2072,unl,erred,,,,,,
2073,unl,errs,,,,,,
2074,unl,et,,,,0.0,1.0,2.0
2075,lcnl,etch,,8.06,2.67,,,
2076,lcnl,etched,,,,0.0,0.0,0.0
2077,3k,eve,5.0,5.603611000000001,2.45,16.0,6.0,5.0
2078,lcnl,eves,,,,,,
2079,3k,ewe,,9.31,4.29,0.0,0.0,1.0
2080,lcnl,ewes,,,,,,
2081,unl,ex,,8.74,3.9,,,
2082,lcnl,eye,23.0,3.75,1.71,49.0,118.0,131.0
2083,unl,eyed,8.0,,,3.0,4.0,3.0
2084,lcnl,eyes,111.0,3.4434819999999995,1.36,487.0,652.0,712.0
2085,unl,eyre,,,,,,
2086,unl,f,14.0,,,7.0,4.0,2.0
2087,lcnl,fa,5.0,,,,,
2088,unl,fab,,,,,,
2089,3k,face,61.0,3.75,2.2,376.0,435.0,483.0
2090,unl,faced,4.0,,,2.0,9.0,21.0
2091,3k,fact,13.0,6.47,2.78,32.0,82.0,120.0
2092,lcnl,facts,1.0,,,5.0,35.0,48.0
2093,3k,fad,,10.25,2.97,0.0,3.0,1.0
2094,3k,fade,2.0,6.95,2.67,1.0,2.0,2.0
2095,lcnl,fades,1.0,,,,,
2096,lcnl,fads,,,,0.0,1.0,1.0
2097,lcnl,fag,,9.72,3.01,,,
2098,unl,fagged,,,,,,
2099,lcnl,fags,,,,,,
2100,3k,fail,4.0,6.0,1.61,1.0,4.0,4.0
2101,lcnl,failed,3.0,,,2.0,5.0,8.0
2102,lcnl,fails,1.0,,,0.0,1.0,1.0
2103,unl,fain,,,,,,
2104,3k,faint,6.0,7.53,2.12,4.0,9.0,21.0
2105,3k,fair,24.0,5.67,1.91,113.0,104.0,78.0
2106,unl,faire,,10.62,3.07,,,
2107,unl,fairs,,,,2.0,1.0,1.0
2108,unl,fait,,16.0,2.29,,,
2109,3k,faith,,7.62,3.31,0.0,4.0,7.0
2110,lcnl,faiths,,,,,,
2111,3k,fake,,5.83,2.26,0.0,5.0,5.0
2112,unl,faked,,,,,,
2113,unl,fakes,,,,,,
2114,unl,falk,,,,,,
2115,3k,fall,45.0,4.71,2.63,273.0,173.0,174.0
2116,lcnl,falls,8.0,,,27.0,39.0,43.0
2117,3k,false,,6.722596000000001,2.15,,,
2118,3k,fame,1.0,7.26,2.49,0.0,1.0,2.0
2119,unl,famed,,9.89,1.91,0.0,0.0,0.0
2120,3k,fan,6.0,5.63,2.54,11.0,4.0,9.0
2121,3k,fang,,8.47,3.01,53.0,20.0,0.0
2122,lcnl,fangs,,,,0.0,2.0,3.0
2123,unl,fanned,,,,0.0,1.0,1.0
2124,lcnl,fans,,,,4.0,4.0,9.0
2125,3k,far,61.0,4.878935,1.57,377.0,369.0,389.0
2126,3k,farce,,12.12,2.99,,,
2127,3k,fare,2.0,8.21,3.01,1.0,2.0,3.0
2128,unl,fared,,,,,,
2129,lcnl,fares,,,,,,
2130,3k,farm,15.0,3.85,1.5,161.0,138.0,122.0
2131,unl,farmed,,,,1.0,0.0,2.0
2132,lcnl,farms,,,,12.0,11.0,23.0
2133,lcnl,fart,,5.78,2.34,,,
2134,unl,farts,,,,,,
2135,3k,fast,111.0,3.738636,1.33,610.0,347.0,221.0
2136,unl,fasts,,,,,,
2137,3k,fat,26.0,5.15,1.84,134.0,88.0,75.0
2138,3k,fate,1.0,10.3,2.83,0.0,1.0,2.0
2139,lcnl,fates,,,,,,
2140,unl,fats,,,,1.0,3.0,5.0
2141,unl,faugh,,,,,,
2142,3k,fault,6.0,6.94,2.84,8.0,28.0,31.0
2143,lcnl,faults,,,,0.0,0.0,4.0
2144,lcnl,faun,,13.72,4.69,,,
2145,lcnl,fauns,,,,,,
2146,unl,faust,,,,,,
2147,unl,faux,,13.25,3.67,,,
2148,3k,fawn,,8.4,3.35,0.0,4.0,5.0
2149,lcnl,fawned,,,,,,
2150,lcnl,fawns,,,,0.0,1.0,2.0
2151,unl,fax,,9.68,3.31,,,
2152,3k,fay,,,,40.0,0.0,1.0
2153,3k,faze,,10.81,3.85,,,
2154,lcnl,fazed,,,,,,
2155,unl,fe,,,,0.0,0.0,0.0
2156,3k,fear,20.0,4.79,1.93,15.0,46.0,75.0
2157,unl,feared,2.0,,,0.0,5.0,9.0
2158,lcnl,fears,2.0,,,1.0,3.0,8.0
2159,3k,feast,9.0,7.81,3.91,3.0,17.0,17.0
2160,lcnl,feasts,1.0,,,0.0,0.0,0.0
2161,3k,feat,,11.26,4.04,0.0,0.0,1.0
2162,lcnl,feats,,,,0.0,0.0,0.0
2163,3k,fed,11.0,5.678210000000001,2.66,46.0,31.0,39.0
2164,unl,feds,,,,,,
2165,3k,fee,1.0,8.56,2.55,1.0,0.0,1.0
2166,3k,feed,13.0,4.17,1.58,86.0,75.0,65.0
2167,lcnl,feeds,4.0,,,4.0,6.0,4.0
2168,3k,feel,58.0,5.11,2.73,466.0,414.0,419.0
2169,lcnl,feels,17.0,,,59.0,44.0,37.0
2170,lcnl,fees,,,,0.0,0.0,0.0
2171,3k,feet,112.0,,,275.0,358.0,393.0
2172,lcnl,feign,,13.93,3.35,,,
2173,lcnl,feigned,,,,,,
2174,lcnl,feigns,,,,,,
2175,3k,feint,,12.73,2.72,,,
2176,lcnl,feints,,,,,,
2177,3k,fell,83.0,3.280385,1.2,294.0,238.0,186.0
2178,unl,felled,,,,0.0,0.0,0.0
2179,unl,fells,,,,,,
2180,3k,felt,79.0,6.104490000000001,1.95,342.0,460.0,500.0
2181,unl,felts,,,,,,
2182,unl,femme,,13.71,3.04,,,
2183,3k,fen,,16.64,4.52,,,
2184,3k,fence,39.0,6.28,3.36,85.0,96.0,71.0
2185,unl,fenced,,,,0.0,1.0,1.0
2186,lcnl,fend,,10.18,2.1,,,
2187,lcnl,fens,,,,,,
2188,3k,fern,,8.67,3.54,0.0,2.0,7.0
2189,lcnl,ferns,1.0,,,0.0,2.0,3.0
2190,unl,fest,,9.88,2.75,,,
2191,3k,fetch,9.0,6.61,2.55,0.0,6.0,12.0
2192,lcnl,fetched,3.0,,,0.0,3.0,4.0
2193,3k,fete,,14.46,3.91,,,
2194,lcnl,fetes,,,,,,
2195,3k,feud,,10.33,2.77,0.0,0.0,0.0
2196,lcnl,feuds,,,,,,
2197,3k,few,28.0,5.997920000000001,1.6,269.0,406.0,550.0
2198,unl,fey,,,,,,
2199,lcnl,fez,,,,,,
2200,unl,ffoulkes,,,,,,
2201,lcnl,fib,,6.5,2.57,,,
2202,unl,fibbed,,,,,,
2203,unl,fibs,,,,,,
2204,3k,fiche,,14.17,3.56,,,
2205,unl,fide,,,,,,
2206,unl,fie,3.0,,,,,
2207,unl,fief,,12.67,2.42,,,
2208,unl,fiefs,,,,,,
2209,lcnl,field,18.0,6.1,2.38,132.0,154.0,139.0
2210,lcnl,fields,12.0,,,25.0,64.0,79.0
2211,3k,fiend,,10.39,2.81,0.0,0.0,0.0
2212,lcnl,fiends,,,,,,
2213,3k,fierce,4.0,9.04,3.07,0.0,13.0,15.0
2214,3k,fife,1.0,11.283792,3.97,6.0,2.0,3.0
2215,lcnl,fifes,,,,,,
2216,3k,fifth,2.0,5.3585,2.32,11.0,16.0,20.0
2217,unl,fifths,,,,,,
2218,3k,fig,,8.06,2.82,1.0,1.0,2.0
2219,3k,fight,38.0,5.47,2.06,85.0,123.0,103.0
2220,lcnl,fights,4.0,,,4.0,9.0,12.0
2221,lcnl,figs,,,,0.0,0.0,1.0
2222,lcnl,filch,,,,,,
2223,lcnl,filched,,,,,,
2224,3k,file,1.0,8.21,2.78,6.0,3.0,9.0
2225,lcnl,filed,2.0,,,0.0,1.0,3.0
2226,lcnl,files,,,,0.0,0.0,0.0
2227,3k,fill,9.0,5.06,1.47,39.0,52.0,50.0
2228,lcnl,filled,41.0,,,83.0,141.0,130.0
2229,lcnl,fills,1.0,,,11.0,6.0,3.0
2230,3k,film,,6.95,2.57,2.0,12.0,18.0
2231,unl,filmed,,,,0.0,0.0,0.0
2232,lcnl,films,,,,0.0,1.0,4.0
2233,3k,filth,,7.45,2.82,0.0,0.0,0.0
2234,lcnl,filths,,,,,,
2235,3k,fin,1.0,7.3,3.36,71.0,11.0,1.0
2236,lcnl,finch,2.0,8.907281,2.66,,,
2237,3k,find,133.0,5.78,3.89,1342.0,870.0,874.0
2238,lcnl,finds,3.0,,,48.0,25.0,15.0
2239,3k,fine,56.0,7.44,2.68,223.0,212.0,177.0
2240,unl,fined,,,,0.0,0.0,0.0
2241,unl,fines,,,,0.0,0.0,0.0
2242,3k,fink,1.0,7.27,1.19,,,
2243,lcnl,finks,,,,,,
2244,unl,finn,,,,0.0,5.0,4.0
2245,unl,finned,,,,,,
2246,unl,finns,,,,,,
2247,lcnl,fins,1.0,,,1.0,9.0,3.0
2248,3k,fir,2.0,8.75,2.38,7.0,3.0,2.0
2249,3k,fire,74.0,3.25,1.16,290.0,394.0,318.0
2250,unl,fired,5.0,,,12.0,16.0,10.0
2251,lcnl,fires,,,,14.0,34.0,36.0
2252,3k,firm,2.0,11.17,3.67,3.0,8.0,18.0
2253,lcnl,firms,,,,0.0,0.0,0.0
2254,lcnl,firs,,,,0.0,0.0,1.0
2255,3k,first,138.0,4.388713,1.31,745.0,994.0,1181.0
2256,unl,firsts,,,,,,
2257,lcnl,firth,,12.33,5.2,,,
2258,lcnl,firths,,,,,,
2259,3k,fish,115.0,4.05,1.61,908.0,366.0,237.0
2260,unl,fished,1.0,,,2.0,7.0,8.0
2261,unl,fisk,,,,,,
2262,3k,fist,1.0,4.58,1.64,4.0,18.0,16.0
2263,lcnl,fists,1.0,,,6.0,5.0,10.0
2264,3k,fit,24.0,5.74,1.66,82.0,64.0,59.0
2265,unl,fitch,,,,,,
2266,lcnl,fits,4.0,,,4.0,3.0,5.0
2267,unl,fitt,,,,,,
2268,unl,fitz,,,,,,
2269,3k,five,59.0,4.505940000000001,1.36,168.0,226.0,224.0
2270,unl,fives,,,,,,
2271,3k,fix,13.0,5.0,1.88,151.0,76.0,41.0
2272,3k,fixed,4.0,,,51.0,46.0,41.0
2273,lcnl,fizz,,7.06,1.89,,,
2274,unl,fizzed,,,,,,
2275,unl,fjord,,12.41,4.5,,,
2276,unl,fjords,,,,,,
2277,unl,flab,,11.33,3.03,,,
2278,lcnl,flack,,,,,,
2279,3k,flag,6.0,5.33,2.38,19.0,17.0,16.0
2280,unl,flagged,,,,,,
2281,lcnl,flags,1.0,,,11.0,4.0,5.0
2282,3k,flail,,12.19,3.45,,,
2283,lcnl,flailed,,,,,,
2284,lcnl,flails,,,,,,
2285,3k,flair,,8.907281,3.12,,,
2286,lcnl,flairs,,,,,,
2287,lcnl,flak,,13.56,4.77,,,
2288,3k,flake,1.0,5.95,2.76,,,
2289,unl,flaked,,,,,,
2290,lcnl,flakes,1.0,,,1.0,3.0,3.0
2291,3k,flame,1.0,6.25,2.38,14.0,10.0,13.0
2292,unl,flamed,,,,0.0,1.0,1.0
2293,lcnl,flames,,,,2.0,18.0,22.0
2294,unl,flan,,12.65,4.2,,,
2295,3k,flange,,15.47,3.72,,,
2296,unl,flanged,,,,,,
2297,3k,flank,,12.15,3.56,1.0,0.0,0.0
2298,lcnl,flanked,,,,0.0,0.0,1.0
2299,lcnl,flanks,,,,0.0,0.0,0.0
2300,lcnl,flap,15.0,7.21,3.07,2.0,7.0,5.0
2301,lcnl,flapped,7.0,,,3.0,6.0,6.0
2302,lcnl,flaps,,,,0.0,1.0,3.0
2303,3k,flare,,9.84,2.75,2.0,4.0,2.0
2304,lcnl,flared,,,,0.0,0.0,2.0
2305,lcnl,flares,,11.45,3.32,1.0,1.0,0.0
2306,lcnl,flash,2.0,7.42,2.46,42.0,41.0,32.0
2307,lcnl,flashed,3.0,,,1.0,17.0,18.0
2308,3k,flask,,10.78,3.86,0.0,0.0,1.0
2309,lcnl,flasks,,,,,,
2310,3k,flat,13.0,5.68,1.67,56.0,106.0,100.0
2311,unl,flats,,,,0.0,0.0,1.0
2312,lcnl,flaunt,,10.59,3.3,,,
2313,3k,flaw,,9.78,1.96,0.0,0.0,0.0
2314,unl,flawed,,9.74,2.79,,,
2315,lcnl,flaws,,,,0.0,0.0,0.0
2316,3k,flax,1.0,12.445405000000001,4.36,0.0,2.0,3.0
2317,lcnl,flay,,12.29,3.64,,,
2318,unl,flayed,,,,,,
2319,3k,flays,,,,,,
2320,3k,flea,6.0,7.79,2.97,13.0,14.0,4.0
2321,lcnl,fleas,3.0,,,1.0,13.0,6.0
2322,3k,fleck,1.0,11.41,4.5,,,
2323,unl,flecked,,,,,,
2324,lcnl,flecks,,,,,,
2325,3k,fled,4.0,,,0.0,1.0,6.0
2326,lcnl,fledge,,13.77,3.42,,,
2327,unl,fledged,,,,,,
2328,3k,flee,2.0,8.33,2.72,0.0,1.0,1.0
2329,unl,fleece,2.0,10.2,3.81,0.0,0.0,1.0
2330,unl,fleeced,,,,,,
2331,unl,fleed,,,,,,
2332,unl,flees,,,,,,
2333,3k,fleet,,10.74,2.45,1.0,1.0,3.0
2334,lcnl,fleets,,,,0.0,0.0,0.0
2335,3k,flesh,,8.3,2.62,3.0,6.0,15.0
2336,unl,fleshed,,,,,,
2337,3k,flew,94.0,,,116.0,113.0,79.0
2338,3k,flex,,8.68,3.45,,,
2339,lcnl,flexed,,,,,,
2340,3k,flick,,7.55,3.1,0.0,0.0,1.0
2341,lcnl,flicked,,,,0.0,2.0,2.0
2342,lcnl,flicks,,,,,,
2343,lcnl,flies,6.0,,,69.0,25.0,25.0
2344,3k,flight,3.0,7.47,4.15,6.0,14.0,23.0
2345,lcnl,flights,1.0,,,4.0,5.0,3.0
2346,lcnl,flinch,,7.89,3.1,,,
2347,lcnl,flinched,,,,,,
2348,3k,fling,,8.95,4.05,0.0,0.0,0.0
2349,lcnl,flings,,,,,,
2350,3k,flint,,9.6213,3.42,0.0,0.0,6.0
2351,lcnl,flints,,,,,,
2352,3k,flip,6.0,5.11,1.32,3.0,4.0,5.0
2353,lcnl,flipped,2.0,,,4.0,9.0,8.0
2354,lcnl,flips,,,,,,
2355,3k,flirt,,8.68,3.16,,,
2356,lcnl,flirts,,,,,,
2357,lcnl,flit,,10.6,2.63,,,
2358,lcnl,flitch,,,,,,
2359,lcnl,flits,,,,,,
2360,unl,flo,,,,,,
2361,3k,float,9.0,5.39,2.55,8.0,27.0,23.0
2362,lcnl,floats,4.0,,,6.0,9.0,7.0
2363,3k,flock,2.0,7.18,2.9,13.0,16.0,18.0
2364,unl,flocked,,,,0.0,0.0,1.0
2365,lcnl,flocks,,,,0.0,0.0,3.0
2366,3k,floe,,14.17,4.11,,,
2367,lcnl,floes,,,,,,
2368,3k,flog,,10.32,3.23,,,
2369,lcnl,flogged,,,,,,
2370,lcnl,flogs,,,,,,
2371,3k,flood,2.0,6.58,2.39,0.0,12.0,13.0
2372,lcnl,floods,1.0,,,0.0,2.0,4.0
2373,3k,floor,56.0,4.44,1.98,246.0,227.0,250.0
2374,unl,floored,,,,,,
2375,lcnl,floors,4.0,,,3.0,13.0,17.0
2376,3k,flop,18.0,6.68,3.32,12.0,3.0,1.0
2377,lcnl,flopped,2.0,,,7.0,4.0,3.0
2378,lcnl,flops,,,,,,
2379,unl,flor,,,,,,
2380,lcnl,floss,,7.06,2.84,,,
2381,unl,flounce,,10.07,5.21,,,
2382,unl,flounced,1.0,,,,,
2383,3k,flour,4.0,6.89,2.33,56.0,18.0,12.0
2384,unl,floured,,,,,,
2385,lcnl,flours,,,,,,
2386,lcnl,flout,,14.5,5.13,,,
2387,unl,flouts,,,,,,
2388,3k,flow,1.0,7.4,1.9,1.0,10.0,19.0
2389,unl,flowed,1.0,,,0.0,6.0,9.0
2390,3k,flown,3.0,,,0.0,3.0,3.0
2391,lcnl,flows,,,,1.0,5.0,18.0
2392,unl,floyd,,,,,,
2393,3k,flu,2.0,6.47,2.84,1.0,5.0,4.0
2394,lcnl,flub,,11.67,3.18,,,
2395,lcnl,flubbed,,,,,,
2396,lcnl,flubs,,,,,,
2397,lcnl,flue,,10.93,3.81,,,
2398,unl,flues,,,,,,
2399,3k,fluff,4.0,4.85,1.57,10.0,0.0,2.0
2400,unl,fluffed,,,,,,
2401,lcnl,fluffs,,,,,,
2402,3k,fluke,,10.1,2.63,,,
2403,lcnl,flukes,,,,,,
2404,lcnl,flume,,12.4,3.85,,,
2405,3k,flung,4.0,,,0.0,5.0,16.0
2406,lcnl,flunk,,8.16,2.5,,,
2407,unl,flunked,,,,,,
2408,3k,flush,,5.17,2.68,0.0,0.0,1.0
2409,lcnl,flushed,1.0,,,0.0,4.0,4.0
2410,3k,flute,9.0,8.47,2.22,10.0,10.0,7.0
2411,lcnl,flutes,2.0,,,0.0,1.0,0.0
2412,3k,flux,,14.5,3.31,0.0,0.0,0.0
2413,3k,fly,85.0,3.05,1.18,396.0,182.0,110.0
2414,unl,flynn,,,,,,
2415,3k,foal,3.0,8.44,2.48,13.0,0.0,3.0
2416,unl,foaled,,,,,,
2417,lcnl,foals,,,,,,
2418,3k,foam,,6.15,2.52,1.0,1.0,5.0
2419,unl,foamed,,,,,,
2420,lcnl,foams,,,,,,
2421,lcnl,fob,,12.38,3.86,,,
2422,lcnl,fobs,,,,,,
2423,3k,foe,,9.95,2.8,0.0,0.0,0.0
2424,lcnl,foes,,,,0.0,0.0,0.0
2425,3k,fog,4.0,6.21,2.2,26.0,27.0,27.0
2426,unl,fogg,,,,0.0,0.0,0.0
2427,unl,fogged,,,,,,
2428,lcnl,fogs,,,,,,
2429,3k,foil,,7.57,1.89,1.0,1.0,3.0
2430,unl,foiled,,,,,,
2431,lcnl,foils,,,,,,
2432,3k,foist,,13.08,4.03,,,
2433,lcnl,foists,,,,,,
2434,3k,fold,,4.95,1.87,28.0,8.0,11.0
2435,lcnl,folds,1.0,,,0.0,2.0,6.0
2436,3k,folk,2.0,8.19,2.96,0.0,2.0,8.0
2437,lcnl,folks,16.0,,,9.0,36.0,37.0
2438,3k,fond,11.0,9.21,2.42,9.0,7.0,12.0
2439,3k,font,,11.5,4.9,,,
2440,lcnl,fonts,,,,,,
2441,3k,food,69.0,3.25,1.21,454.0,529.0,663.0
2442,lcnl,foods,,,,26.0,41.0,73.0
2443,3k,fool,8.0,7.56,3.05,33.0,44.0,37.0
2444,unl,fooled,2.0,,,4.0,7.0,7.0
2445,lcnl,fools,1.0,,,0.0,2.0,3.0
2446,3k,foot,38.0,3.44,1.38,152.0,134.0,140.0
2447,unl,foote,,,,,,
2448,unl,foots,,,,,,
2449,lcnl,fop,,11.71,3.5,,,
2450,lcnl,fops,,,,,,
2451,3k,for,1177.0,4.388713,1.97,5851.0,5615.0,6423.0
2452,unl,forbes,,,,0.0,0.0,1.0
2453,3k,force,,6.0,1.78,3.0,23.0,49.0
2454,unl,forced,2.0,,,10.0,14.0,24.0
2455,3k,ford,,8.097349000000001,3.74,17.0,12.0,17.0
2456,unl,fords,,,,,,
2457,3k,fore,,12.17,3.99,0.0,0.0,0.0
2458,3k,forge,,9.8,1.74,0.0,1.0,1.0
2459,unl,forged,,,,0.0,0.0,0.0
2460,3k,fork,5.0,3.63,1.86,13.0,13.0,10.0
2461,unl,forked,,,,1.0,3.0,1.0
2462,lcnl,forks,1.0,,,0.0,3.0,3.0
2463,3k,form,5.0,7.58,2.97,17.0,45.0,100.0
2464,unl,formed,2.0,,,2.0,15.0,33.0
2465,lcnl,forms,,,,2.0,13.0,36.0
2466,3k,fort,2.0,6.477485000000001,3.09,8.0,14.0,25.0
2467,3k,forth,32.0,7.170190000000001,2.6,15.0,37.0,51.0
2468,lcnl,forts,,,,0.0,0.0,0.0
2469,unl,foss,,,,,,
2470,3k,fought,8.0,,,5.0,21.0,31.0
2471,3k,foul,1.0,7.75,2.15,3.0,2.0,4.0
2472,lcnl,fouled,,,,1.0,0.0,1.0
2473,unl,foulkes,,,,,,
2474,lcnl,fouls,,,,,,
2475,3k,found,124.0,5.14536,1.96,533.0,535.0,632.0
2476,lcnl,fount,,12.67,4.47,,,
2477,3k,four,81.0,4.93222,2.48,222.0,249.0,293.0
2478,lcnl,fours,,,,0.0,0.0,1.0
2479,3k,fourth,6.0,4.676452000000001,1.29,14.0,21.0,38.0
2480,unl,fourths,,,,0.0,0.0,0.0
2481,3k,fowl,,7.89,2.87,0.0,0.0,0.0
2482,unl,fowls,,,,,,
2483,3k,fox,47.0,5.017476,1.78,270.0,113.0,70.0
2484,unl,foyle,,,,,,
2485,3k,frail,,9.64,3.03,3.0,1.0,2.0
2486,3k,frame,2.0,7.67,2.68,9.0,17.0,26.0
2487,unl,framed,1.0,,,0.0,1.0,1.0
2488,lcnl,frames,,,,5.0,2.0,6.0
2489,unl,fran,,,,61.0,12.0,4.0
2490,lcnl,franc,,12.81,3.6,,,
2491,unl,france,6.0,,,3.0,13.0,20.0
2492,lcnl,francs,,,,0.0,0.0,0.0
2493,3k,frank,,10.58043,3.65,118.0,52.0,55.0
2494,unl,franks,1.0,,,0.0,0.0,0.0
2495,unl,franz,,,,0.0,1.0,0.0
2496,3k,frappe,,15.12,4.06,,,
2497,lcnl,frappes,,,,,,
2498,unl,frau,,15.58,3.42,,,
2499,3k,fraud,,10.11,2.76,0.0,0.0,0.0
2500,lcnl,frauds,,,,,,
2501,unl,fraught,,12.22,3.02,,,
2502,3k,fray,,11.47,2.99,,,
2503,lcnl,frayed,,10.37,3.58,0.0,0.0,0.0
2504,lcnl,frays,,10.687,3.07,,,
2505,3k,freak,,8.02,2.81,0.0,1.0,1.0
2506,unl,freaked,,,,,,
2507,lcnl,freaks,,,,,,
2508,unl,fred,7.0,,,165.0,43.0,26.0
2509,3k,free,23.0,5.21,1.78,92.0,116.0,120.0
2510,3k,freed,,,,0.0,2.0,5.0
2511,lcnl,frees,,,,,,
2512,3k,freeze,8.0,4.89,1.76,4.0,8.0,13.0
2513,3k,freight,38.0,10.56,3.45,0.0,5.0,5.0
2514,lcnl,freights,,,,,,
2515,3k,french,8.0,,,5.0,20.0,30.0
2516,unl,frere,,,,,,
2517,3k,fresh,22.0,6.22,1.86,40.0,70.0,83.0
2518,3k,fret,4.0,11.11,3.5,,,
2519,lcnl,frets,,,,,,
2520,unl,freud,,,,0.0,0.0,0.0
2521,unl,frick,,,,,,
2522,lcnl,fridge,1.0,4.67,1.33,,,
2523,lcnl,fried,5.0,7.47,2.67,1.0,10.0,8.0
2524,3k,friend,105.0,3.57,1.43,427.0,343.0,276.0
2525,lcnl,friends,93.0,,,522.0,362.0,284.0
2526,lcnl,fries,1.0,,,0.0,1.0,1.0
2527,3k,frieze,,13.64,3.63,,,
2528,3k,fright,3.0,7.53,3.04,1.0,5.0,7.0
2529,lcnl,frights,,,,,,
2530,3k,frill,1.0,8.59,3.61,,,
2531,unl,frilled,,,,,,
2532,lcnl,frills,2.0,,,,,
2533,3k,fringe,,9.61,3.29,0.0,2.0,1.0
2534,unl,fringed,,,,0.0,0.0,1.0
2535,lcnl,frisk,,10.16,2.91,,,
2536,unl,frisked,,,,,,
2537,unl,fritz,24.0,11.635473000000001,4.2,26.0,10.0,6.0
2538,lcnl,frizz,,9.0,3.29,,,
2539,unl,frizzed,,,,,,
2540,lcnl,fro,,,,0.0,1.0,2.0
2541,3k,frock,,9.65,4.23,0.0,0.0,0.0
2542,lcnl,frocks,,,,,,
2543,3k,frog,117.0,4.32,1.45,876.0,101.0,28.0
2544,lcnl,frogs,4.0,,,58.0,33.0,20.0
2545,3k,from,370.0,4.441998,2.24,2044.0,2639.0,3623.0
2546,lcnl,frond,,11.5,5.66,,,
2547,unl,fronds,,,,0.0,0.0,0.0
2548,3k,front,84.0,5.187988000000001,2.06,372.0,447.0,450.0
2549,lcnl,fronts,,,,0.0,0.0,1.0
2550,3k,frost,4.0,5.209302000000001,1.58,11.0,6.0,16.0
